Gene ID, 4-cell embryo, proliferating embryo, late cleavage stage embryo, gastrulating embryo, enclosing embryo, 3-fold embryo, elongating embryo, fully-elongated embryo, L1 larva, L2 larva, L2d-dauer molt, dauer larva, post dauer stage, L3 larva, L4 larva, newly molted young adult, adult
nfyc-1,52,76,68,82,65,53,65,30,15,13,23,26,26,15,11,39,39
F23F1.2,4,,,,6,590,0.1,,12,0.2,4,2,,0.3,0.1,,2
fbxc-54,0.7,4,13,11,12,10,17,9,4,4,9,9,11,5,2,3,1
F23F1.4,1,6,21,4,3,45,24,53,16,29,14,9,12,15,7,5,3
F23F1.5,47,85,48,48,32,36,41,30,13,20,16,16,17,24,9,37,41
F23F1.6,6,0.6,9,0.9,2,0.1,0.4,0.2,1,15,0.6,0.5,0.5,2,2,13,14
F23F1.7,0.3,0.8,11,2,2,11,16,5,4,8,135,46,35,9,2,8,4
rpoa-49,15,48,55,56,36,30,52,25,55,19,28,30,37,22,11,36,23
F23F1.10,24,92,31,130,84,22,30,14,6,14,29,24,27,17,14,51,52
F23F12.3,1,,,,,6,51,,2,0.3,0.1,0.5,,3,0.6,,0.3
sdz-15,0.1,,,,0.1,0.3,0.5,2,0.4,0.8,0.6,5,,8,0.5,,0.2
F23F12.8,1,0.7,0.6,0.5,4,3,0.9,0.1,0.4,0.4,0.1,7,1,1,12,24,0.7
zip-8,36,13,0.6,88,42,2,172,272,17,13,2,32,86,2,19,14,20
F23F12.12,0.1,78,14,0.1,2,0.1,0.5,0.2,8,12,102,108,0.1,14,10,81,12
bra-2,59,184,161,339,311,71,94,42,26,36,34,41,39,32,23,72,92
F23H11.2,7,9,14,7,4,13,15,10,7,8,6,7,9,7,2,12,12
sucl-2,82,117,19,48,48,16,10,16,7,35,31,28,38,61,73,88,112
F23H11.4,10,15,19,11,4,23,23,18,15,14,13,13,12,12,5,15,21
F23H11.6,3,,0.5,0.8,1,3,0.1,6,2,0.5,2,1,,0.1,2,,0.3
F23H11.7,9,0.6,5,2,0.2,67,15,1,7,4,1,0.2,9,1,5,0.4,4
crls-1,50,61,50,76,51,51,50,41,36,38,28,28,34,50,36,49,66
F25A2.1,0.5,,,,,2,,,1,0.3,0.8,0.2,,0.6,0.2,,21
gcst-1,7,13,35,23,19,22,31,32,36,58,47,39,55,103,58,77,41
peli-1,13,38,87,39,20,63,85,57,33,20,48,24,22,9,5,7,11
F25B4.4,2,4,14,40,12,12,48,56,11,9,11,33,27,6,7,11,13
F25B4.5,22,80,44,38,17,32,37,26,11,27,21,26,19,38,11,40,47
hmgs-1,5,13,35,41,29,18,32,14,11,29,18,24,27,32,16,22,10
F25B4.7,14,9,15,15,17,11,18,13,11,12,31,40,35,16,11,27,22
F25B4.8,21,21,2,21,8,6,24,8,15,11,3,17,3,17,8,0.7,22
clec-1,3,0.6,120,4,3,13,12,15,165,148,339,157,0.1,127,93,101,103
dct-6,1,3,23,5,4,20,25,24,17,24,36,31,26,35,13,12,8
nop-1,29,60,24,41,22,6,14,7,4,4,7,11,11,9,5,37,46
F25B5.3,40,31,5,12,4,10,6,21,213,71,119,73,68,74,86,69,78
F25B5.5,7,7,17,9,7,13,18,12,21,15,14,29,28,15,8,24,17
F25B5.6,24,27,37,16,8,32,44,23,24,27,45,58,57,28,17,32,27
nono-1,37,82,131,90,46,86,100,65,28,26,26,26,34,22,14,23,63
gtr-1,4,9,0.6,6,0.5,2,0.2,0.6,1,0.7,0.3,3,0.1,4,0.7,3,0.1
F25E2.2,0.8,0.1,0.1,4,0.1,0.1,0.1,26,7,13,19,0.3,81,18,2,0.8,0.2
F25E2.3,0.1,1,2,1,18,20,7,0.1,16,11,13,6,0.8,4,3,6,5
F25E5.1,9,17,16,6,2,19,19,14,13,12,7,7,8,7,2,7,8
F25E5.2,6,,4,3,0.2,4,2,0.1,0.2,2,0.1,1,,0.1,16,,0.1
F25E5.3,0.9,,,,110,0.3,2,,0.3,0.5,0.3,2,,0.2,0.2,,0.5
F25E5.4,6,,4,0.7,1,0.1,0.5,10,3,2,4,0.7,,1,1,0.2,8
F25E5.5,3,0.8,0.5,0.6,0.3,0.3,0.9,1,11,6,5,9,13,11,3,5,3
nhr-141,1,2,0.5,0.4,0.6,2,4,2,0.5,2,0.5,2,0.9,0.3,0.4,0.6,3
F25E5.7,0.9,,,,,0.8,,,8,0.1,0.2,205,,0.3,4,,0.1
F25E5.8,0.1,0.7,4,0.1,0.6,10,7,4,56,30,7,14,8,37,7,14,15
F25E5.9,0.4,,,0.1,7,0.4,0.1,4,0.4,0.1,0.7,1,,0.4,1,,0.1
try-8,0.2,,,,,0.3,,,0.1,0.5,0.3,,,0.1,193,,
F25E5.16,4,1,3,0.7,6,0.1,0.3,0.8,3,2,1,2,1,0.8,0.2,0.1,3
mltn-13,2,,0.4,0.7,2,0.6,0.1,0.4,1,0.1,0.6,0.2,0.9,0.1,6,4,0.1
F25F8.1,0.5,4,34,6,10,49,43,32,11,10,5,4,4,7,3,4,2
F25G6.1,0.4,3,30,7,2,17,26,15,10,4,4,5,3,4,1,3,2
symk-1,7,10,38,12,4,20,40,19,14,16,10,13,13,15,3,17,16
slc-17.8,3,2,1,2,1,16,0.7,0.7,5,2,0.1,8,0.5,0.3,4,20,0.1
F25G6.8,48,38,219,239,543,100,191,74,10,41,40,34,52,47,59,77,53
F25G6.9,18,15,13,5,2,12,15,11,5,8,6,10,11,15,4,27,22
F26A1.1,45,61,48,108,89,17,31,17,14,7,7,11,9,11,7,49,47
F26A1.3,2,,,0.2,0.4,3,3,16,2,0.1,0.1,0.4,,0.1,0.4,,0.1
F26A1.4,3,,0.2,12,0.2,0.4,1,0.1,4,0.4,0.5,0.4,,1,0.7,,0.2
F26A1.6,0.1,,0.2,5,0.7,0.4,0.7,0.1,0.7,3,3,0.6,,1,2,,2
F26A1.7,0.3,,,,,0.2,,,0.3,0.1,4,,,,,,
F26A1.8,0.1,0.5,0.1,0.8,0.4,15,0.5,2,0.8,0.2,4,0.7,2,0.4,0.2,0.7,0.5
F26A1.9,0.9,1,0.9,0.5,11,0.2,0.1,0.1,5,1,3,1,0.8,7,0.5,0.1,1
nspd-9,5,,,,0.4,15,351,,1,0.2,3,3,,0.2,16,,0.5
clec-156,,,,,,,,,,,,,,,,,
clec-157,12,,,,,0.1,1,,0.4,14,1,94,,0.1,2,,0.3
F26A1.13,9,11,12,13,5,9,14,10,14,7,10,12,13,5,3,14,10
F26A1.14,14,15,13,15,5,12,20,12,24,7,15,16,17,6,5,21,16
nlp-61,35,5,2,4,20,0.8,7,3,32,130,13,3,1,4,5,173,156
F26A10.2,24,152,1,77,186,0.2,2,6,27,35,10,93,13,6,2,2,3
F26B1.1,0.2,,,0.3,2,1,0.3,20,0.1,7,1,0.8,,3,0.5,,4
hrpk-1,81,131,176,122,85,102,139,83,46,46,35,40,56,60,30,84,130
F26B1.5,8,,,,,0.1,,,0.2,,,,,,,,
F26D11.1,7,21,9,17,77,7,11,8,12,12,16,17,24,14,15,15,30
F26D11.2,2,,,,,5,,,0.6,0.1,0.1,,,5,,,
F26D11.4,0.1,,,,,0.4,0.6,,0.3,1,0.5,4,,0.5,0.4,,0.3
clec-216,0.1,,,,,0.1,,,0.1,10,,,,,,,
pals-34,1,7,4,3,0.3,1,4,2,6,0.7,1,0.2,0.2,2,8,0.3,6
clec-217,0.1,,,,,0.1,,,97,,,,,,,,
cee-1,36,55,35,25,17,34,31,25,9,22,14,8,16,28,14,43,41
tag-340,23,16,25,13,6,21,26,17,29,20,11,14,16,15,10,29,20
F26F4.5,18,20,7,10,5,6,9,8,4,4,6,8,8,7,5,18,23
F26F4.6,16,27,46,22,13,36,50,34,28,13,11,28,23,11,7,22,25
F26F4.9,3,4,11,8,6,7,2,5,8,8,8,10,5,4,5,11,11
rpb-8,46,139,117,313,282,50,87,44,10,47,46,33,45,55,39,92,67
F26F4.12,18,34,44,52,39,23,44,16,9,18,20,25,20,22,17,31,29
kbp-2,0.7,8,28,218,22,27,1483,562,9,8,12,95,105,10,36,8,8
F26F12.2,0.1,5,0.3,0.3,0.6,0.2,0.2,0.7,0.3,0.8,0.6,0.6,0.5,0.3,0.3,0.9,0.3
F26F12.3,1,59,251,41,30,324,216,334,733,74,214,83,51,19,10,15,62
F26F12.4,0.8,184,1,10,139,0.7,2,2,35,3,6,53,7,7,0.4,1,1
F26F12.5,0.2,,,,6,0.7,0.2,0.4,16,0.1,0.9,11,,0.1,0.5,,1
F26G1.1,19,19,14,10,4,10,16,10,6,10,11,14,13,11,4,24,21
F26G1.2,31,0.5,4,1,5,0.1,0.9,0.5,7,69,1,1,0.6,3,4,54,57
F26G1.3,0.7,,,,,3,,,0.4,0.2,0.1,,,0.4,15,,
ttm-2,18,2,4,5,5,0.3,0.5,1,10,11,7,4,0.1,3,4,7,8
F26G1.5,4,53,1,0.2,0.3,0.3,97,12,53,25,19,0.2,2,79,2,4,0.9
nep-12,14,3,5,1,0.7,5,25,2,9,4,2,0.4,27,0.3,7,0.8,5
F26G5.1,27,,,,0.7,0.3,2,18,2,0.9,5,27,,2,1,,8
srsx-9,0.8,,,,,0.3,,,0.1,0.7,0.1,,,0.7,0.3,,
F27B3.6,0.1,,4,0.1,0.1,0.9,0.6,7,3,0.6,0.3,1,5,2,0.7,0.2,24
F27B3.7,0.8,0.9,3,2,2,0.2,0.5,0.3,1,4,2,2,0.3,0.7,1,4,4
F27B10.1,39,2,2,2,9,0.1,1,1,12,17,9,2,0.6,4,3,30,18
F27C1.1,7,,453,0.1,96,0.1,0.4,0.3,35,18,0.5,0.2,,0.1,0.2,,0.4
F27C1.2,60,136,143,213,182,104,118,61,196,58,71,168,157,45,29,59,92
F27C1.3,3,,,,,0.9,,,1,0.6,0.5,16,,3,0.2,,0.6
F27C1.4,9,69,84,136,133,34,63,24,2,3,7,5,4,2,2,3,11
F27C1.6,17,17,33,21,5,25,34,22,12,20,19,25,30,20,6,26,16
F27C1.11,7,0.9,0.2,0.6,4,0.2,0.1,0.1,2,2,0.7,0.5,0.4,0.5,0.1,3,3
F27C1.13,0.1,,,,,2,0.1,,0.1,1,0.4,4,,2,1,,2
F27D9.2,0.2,0.1,0.8,0.1,0.1,1,0.4,3,1,9,2,2,5,10,4,5,1
F27D9.3,2,,,,,0.1,,,,,,,,,,,
F27D9.4,0.2,,,,,0.1,,,0.1,,,,,,,,
pcca-1,57,206,104,174,65,101,89,88,77,256,59,41,66,152,64,74,161
F27D9.7,4,7,0.4,2,2,4,0.2,2,3,2,0.8,6,0.9,4,4,2,0.3
stn-2,0.1,1,13,1,1,46,33,37,6,11,7,6,6,8,4,2,1
slc-28.1,0.4,,,,23,2,0.3,0.1,2,2,0.8,1,,0.3,0.1,,0.5
slc-28.2,0.7,,,,0.2,6,12,,0.8,0.6,3,3,,0.2,2,,0.8
F28A10.1,58,,,,,0.5,,,,,,,,,,,
F28A10.2,0.1,,,,,2,,,,,,,,,,,
F28A10.3,,,,,,,,,,,,,,,,,
F28A10.4,,,,,,31,,,,,,,,,,,
F28A10.5,0.1,,,,,0.2,,,2,,,,,,,,
acdh-9,7,16,34,16,13,33,38,30,35,58,21,24,25,72,45,51,32
F28A10.7,1,,,,,0.1,,,26,,,,,,,,
F28A10.8,,,,,,,,,,,,,,,,,
F28A10.9,,,,,,,,,,,,,,,,,
F28A10.10,,,,,,,,,,,,,,,,,
acd-4,0.5,,,,,0.2,,,0.1,0.2,0.2,3,,0.7,0.3,,0.3
F28A12.3,3,,0.8,8,0.3,4,3,2,3,2,0.7,0.4,,0.1,0.2,,4
asp-13,17,0.4,161,3,14,4,0.2,0.2,125,7,162,3,0.7,98,93,4,2
dip-2,9,28,49,10,3,62,55,68,51,21,20,14,15,14,6,15,27
F28B3.5,19,20,14,13,5,14,15,11,8,9,9,8,9,12,4,28,16
F28B3.6,21,28,29,50,42,20,26,18,41,25,25,16,26,31,26,33,23
acl-11,10,7,9,10,6,9,13,8,14,6,6,5,8,9,3,12,9
F28B3.10,9,35,87,88,93,67,90,60,29,70,116,58,91,65,54,63,52
F28B4.1,0.2,,,,,0.1,,,1,0.1,1,0.3,,0.1,1,,1
rgl-1,7,11,30,8,6,41,34,38,21,16,17,15,16,14,9,7,7
F28B4.3,5,1,1,0.1,0.1,30,6,51,46,142,8,2,21,118,27,68,69
F28B4.4,3,21,1,26,7,0.6,13,8,1,12,0.5,31,3,2,0.4,6,11
F28B12.1,0.9,1,2,3,2,3,2,5,4,5,5,4,8,4,1,1,0.8
vrk-1,34,26,32,33,8,16,29,16,10,9,10,18,16,14,7,44,51
F28C10.1,0.1,,,,,0.2,,,4,,,,,,,,
F28C10.3,11,19,14,17,7,13,13,11,7,4,3,2,4,5,3,5,9
F28C10.4,4,,,,,0.3,,,,,,,,,,,
F28E10.1,0.3,2,7,5,7,44,12,39,26,12,22,16,16,5,2,2,1
igeg-1,0.5,1,2,0.7,0.1,12,6,15,29,21,13,16,13,9,5,5,4
F28E10.4,0.7,,,,,0.2,,,4,0.6,0.2,25,,2,0.1,,0.1
lim-8,0.3,8,18,0.8,0.6,128,66,58,41,10,32,19,16,9,8,5,4
F28F5.6,9,35,18,10,0.4,2,5,0.4,20,17,17,0.9,1,20,8,0.4,24
F28F9.2,0.8,,1,8,0.3,0.3,0.8,9,1,8,3,0.1,,3,0.6,1,7
F28F9.3,8,,0.3,5,4,11,0.7,18,12,3,9,0.2,3,1,0.1,39,3
F28H1.1,6,117,85,124,66,26,49,26,29,6,5,6,5,6,6,4,19
F28H1.4,11,1,4,9,0.4,2,28,6,17,6,11,0.2,1,2,4,2,11
F28H1.5,0.8,,,,,1,,,1,0.1,0.5,,,3,25,,
fbxb-106,1,,,,0.1,1,6,11,9,3,28,0.6,,4,0.1,,15
fbxb-107,32,,,,,7,10,,2,52,9,0.1,,16,3,,7
F29A7.3,0.2,,,,,0.4,,,0.5,0.1,0.1,0.5,,0.5,0.7,,80
F29A7.4,14,120,3,0.1,21,19,0.3,2,3,2,0.9,4,7,1,0.4,0.8,2
F29A7.5,0.1,,,,,0.5,,,,,,,,,,,
F29A7.6,4,6,18,32,12,13,88,60,5,13,8,28,28,9,17,18,16
clec-120,1,,,,,0.2,,,3,0.2,,,,,,,
F29A7.8,0.1,,,,,0.9,,,0.1,0.1,5,,,1,0.3,,
F29B9.1,7,16,13,29,44,10,11,8,4,10,11,14,14,9,5,15,8
jmjd-1.2,27,39,62,24,11,42,60,33,25,20,19,26,20,19,7,31,37
F29B9.5,0.6,4,4,4,2,11,5,18,4,4,4,2,6,2,4,1,1
F29B9.7,4,,0.1,30,0.7,0.9,0.9,0.4,5,3,1,7,,0.3,0.1,,0.3
F29B9.8,2,5,17,2,2,55,29,39,35,37,70,16,19,20,38,23,32
mrps-21,13,33,60,126,281,37,53,29,2,61,38,25,37,49,41,44,36
F29B9.11,170,1102,399,934,1199,465,307,368,76,736,446,326,434,489,1040,420,555
cox-6C,77,226,69,403,359,131,63,130,47,311,213,101,157,308,486,219,271
F29C4.4,0.1,,,,,1,,,1,2,,,,,,,
tut-1,7,8,10,12,4,5,9,6,27,14,12,21,22,16,9,20,22
grld-1,29,48,34,46,27,36,29,28,18,17,13,16,13,15,9,22,29
F29G9.1,0.8,7,2,13,8,3,4,16,0.1,1,0.3,11,19,1,12,1,2
picc-1,92,97,28,21,12,82,40,69,28,14,26,13,12,11,8,42,88
F29G9.7,0.1,,,,2,0.1,3,0.5,2,0.1,0.7,2,,0.3,1,,1
F30B5.4,25,12,5,6,2,7,5,9,17,15,12,9,10,12,6,15,33
srbc-70,,,,,,,,,,,,,,,,,
zipt-2.2,6,1,2,0.8,1,0.1,0.1,0.3,5,17,8,1,0.2,3,3,17,16
F30H5.3,133,19,0.5,0.7,0.4,0.9,164,12,4,31,10,0.6,286,1,0.6,35,67
F31A3.3,0.3,1,0.7,0.1,0.2,10,3,13,7,5,14,11,25,2,3,1,0.4
F31A3.5,8,19,34,15,6,26,32,19,5,5,7,6,7,3,1,2,7
F31A9.2,0.5,1,0.1,0.4,1,3,1,1,0.6,0.7,3,1,5,3,2,0.2,1
fbxc-37,14,,,,,0.3,,,0.1,5,0.3,,,1,,,
F31D5.1,0.1,,,,,0.2,,,0.2,0.1,2,,,0.1,0.1,,7
F31D5.2,4,2,4,2,8,17,0.3,1,5,33,5,4,1,3,2,20,21
mth-2,9,0.4,1,2,4,1,0.1,0.7,6,1,3,1,2,1,1,3,1
mth-1,3,0.7,1,0.6,5,0.2,0.1,0.1,5,4,5,0.4,0.5,1,0.9,0.9,0.3
F31D5.6,0.5,14,1,0.1,138,2,15,144,2,0.9,1,192,9,1,0.9,30,56
F31E3.2,0.4,2,3,3,2,16,4,25,21,8,6,7,9,3,1,0.7,0.6
panl-2,37,28,30,14,4,20,27,16,27,11,9,10,10,10,3,20,35
F31E3.6,6,70,62,110,132,25,44,25,4,11,50,85,52,18,16,27,39
WBGene00017953,0.4,,,,,0.1,,,0.1,0.4,0.7,,,0.1,2,,0.5
F31E8.4,14,119,103,197,90,61,89,36,16,19,20,17,18,19,5,14,18
F31E8.5,4,,,,,4,,,2,1,0.3,44,,9,0.4,,0.1
F31E8.6,0.2,,,,,0.3,,,0.3,0.8,,,,,,,
F31F4.1,4,1,2,2,5,0.1,0.1,0.7,2,2,1,2,0.5,1,0.4,0.6,1
ugt-42,0.1,,,,,0.3,,,0.6,0.1,0.1,,,0.1,2,,8
F31F4.11,0.3,,,,,1,,,0.1,0.1,0.1,,,0.4,,,
nhr-180,12,4,9,2,0.1,9,10,2,5,7,4,3,0.1,2,1,0.8,8
fbxa-72,4,,0.4,13,0.9,0.1,0.3,21,0.9,46,12,0.1,0.3,4,0.1,13,1
F31F4.17,1,,,,,0.4,,,,,,,,,,,
F31F7.1,41,0.3,54,0.2,6,1,0.1,0.1,30,37,51,0.5,0.1,12,33,39,6
F31F7.2,0.6,0.7,0.3,0.1,0.4,0.9,0.1,0.3,0.3,0.4,0.1,3,12,0.1,0.6,0.2,0.3
WBGene00017966,0.1,,,,,0.1,,,0.1,3,0.4,,,,,,
ada-2,13,17,37,27,8,30,46,32,24,17,18,22,24,13,6,23,22
skpo-3,0.2,0.6,0.8,0.3,0.2,2,1,5,24,16,10,2,3,34,9,28,11
F32A5.3,9,2,59,0.4,58,2,0.5,0.4,88,71,112,2,1,32,15,66,34
F32A5.4,0.4,14,18,6,59,106,21,0.6,125,150,247,274,6,122,63,203,20
F32A5.8,13,4,19,42,21,2,32,23,17,25,32,53,5,12,5,19,18
ift-81,2,0.5,3,0.2,0.2,6,10,2,2,0.7,0.6,0.1,3,0.2,3,0.9,9
vps-41,5,10,11,9,4,8,13,6,6,6,6,4,6,7,3,5,8
F32B5.1,5,,,,,5,43,,1,0.1,0.1,5,,0.2,0.1,,0.1
F32B5.2,7,7,0.1,6,19,0.1,0.9,0.8,4,4,1,8,1,0.7,0.1,3,2
F32B5.3,0.6,,,,0.1,0.1,21,,0.1,0.1,0.2,2,,0.5,0.1,,0.1
msrp-1,22,,,,,7,,,7,0.5,50,,,0.1,0.9,,133
F32B5.6,127,7,10,3,24,2,0.4,2,21,133,18,6,4,8,11,97,102
F32B5.7,1,3,10,1,1,24,20,26,24,20,52,35,19,13,4,3,2
figl-1,7,14,16,17,15,10,11,9,9,9,11,11,14,9,4,11,15
hpo-18,265,780,266,904,868,165,239,163,4,345,289,115,172,814,943,458,1201
F32D1.3,18,6,0.4,21,17,0.3,6,3,4,3,2,23,4,0.6,0.5,4,2
F32D1.5,330,645,184,544,498,133,129,102,36,196,207,165,194,238,157,256,479
neg-1,93,49,4,3,2,27,11,17,6,3,4,8,6,5,6,55,82
F32D1.7,223,161,6,16,6,23,7,19,2,1,2,2,2,1,3,37,145
F32D1.8,2,,1,38,0.2,0.9,0.4,0.1,0.3,0.2,0.6,0.1,,0.7,0.9,1,0.9
fipp-1,65,82,39,44,24,28,31,28,16,18,17,14,26,23,14,39,56
nol-10,38,31,40,26,9,28,42,22,9,21,21,26,27,19,6,33,28
cec-4,24,76,127,155,112,47,109,26,7,8,6,7,7,10,6,32,29
clec-180,9,15,1,0.6,3,49,0.2,1,53,14,0.4,34,0.7,2,22,0.9,0.2
F32E10.5,10,9,14,15,8,7,13,5,2,4,2,6,4,4,2,13,11
cec-5,75,287,605,504,266,203,427,143,19,125,49,42,54,54,33,93,94
F32E10.8,5,3,0.9,4,3,2,0.5,2,2,1,0.5,10,3,2,7,1,2
F33D4.4,15,46,32,33,18,42,43,45,35,47,45,63,63,59,18,67,41
mrpl-1,15,14,50,31,16,42,57,36,28,40,39,51,49,46,29,47,25
F33D4.6,2,4,2,1,162,0.3,0.1,0.3,159,25,56,8,3,38,2,1,3
emc-6,62,124,215,291,534,91,168,60,6,47,34,25,48,49,32,57,37
F33D11.1,0.1,,,,,0.1,,,0.7,0.1,12,,,,,,
F33D11.2,0.1,,,,,0.8,,,2,0.4,29,,,,,,
twk-47,0.6,13,0.2,2,0.4,2,4,0.2,2,0.3,0.1,0.1,0.1,0.1,3,1,0.1
F33D11.6,,,,,,,,,,,,,,,,,
F33D11.7,0.2,,,,,0.8,,,4,0.5,35,,,,,,
nlp-62,18,4,1,13,1,11,6,2,7,4,0.7,8,13,9,0.3,3,2
hpo-3,46,73,22,28,6,22,25,21,11,10,12,12,13,14,8,40,44
F33D11.10,70,186,168,276,234,72,132,73,20,41,50,53,64,51,23,81,77
vpr-1,70,113,95,71,30,111,90,107,82,95,76,56,65,110,51,111,105
dhhc-3,48,50,49,51,39,31,50,28,4,13,15,12,16,21,15,45,40
F33E11.2,0.3,0.1,29,2,4,42,0.9,2,0.9,6,5,2,17,7,52,9,10
F33E11.3,28,34,14,25,22,11,10,9,9,8,9,9,12,6,4,15,33
phf-10,32,48,28,44,39,13,22,14,7,8,6,6,7,3,4,19,26
F33G12.2,20,15,11,19,14,7,11,7,11,8,11,16,15,8,7,18,18
F33G12.3,7,2,24,4,5,19,0.9,2,7,7,8,5,8,5,18,9,9
lrr-1,4,5,36,12,13,38,4,18,4,8,7,10,53,5,39,9,9
golg-2,20,15,28,15,2,43,32,32,12,36,19,18,23,34,11,32,32
F33G12.6,5,14,50,14,11,56,48,64,70,28,45,31,24,15,6,6,5
F33H12.1,0.5,,,,,0.1,,,2,0.1,,,,,,,
F33H12.6,0.4,,,,,0.3,,,0.1,,,,,,,,
F34D6.1,11,,,,,0.1,8,,1,38,2,0.4,,16,0.5,,1
ceh-87,1,,,,,0.1,,,0.3,0.1,0.1,,,0.4,,,
set-11,2,,5,0.6,2,1,0.1,0.4,0.4,0.3,0.1,0.3,,2,0.4,0.5,3
F35A5.1,0.2,0.7,2,0.6,0.1,12,1,17,7,8,22,8,0.5,11,2,6,3
F35A5.2,16,,,,31,3,0.8,1,4,4,3,2,,0.3,3,,4
F35A5.4,0.6,,4,2,0.3,13,0.2,9,3,6,0.5,1,,0.4,0.4,7,18
F35A5.5,0.1,,,,5,2,2,,0.8,0.1,9,0.3,,0.3,0.1,,2
F35B3.1,0.1,,,,,0.3,0.5,,0.1,0.2,0.2,0.7,,0.1,0.1,,0.9
F35B3.3,,,,,,3,,,,,,,,,,,
F35B3.4,103,37,2,4,0.4,14,0.9,6,32,28,1,10,4,5,0.1,1,0.1
F35B3.7,32,1,1,8,7,0.3,1,1,7,14,5,17,2,2,2,11,14
sek-5,0.2,,,,,5,,,0.1,2,0.3,,,,,,
sek-4,8,22,8,3,2,10,14,6,14,7,6,0.5,0.5,1,7,1,14
F35C8.5,1,44,11,39,16,12,1,0.2,94,52,9,7,0.1,53,25,0.6,31
chtl-1,41,39,16,9,4,21,18,17,9,8,21,5,3,3,2,11,28
F35C8.8,0.2,4,0.8,0.6,0.2,2,1,0.5,2,0.1,0.5,0.2,6,0.2,1,0.2,0.6
F35D2.1,5,,8,0.4,0.1,0.4,0.1,0.1,7,0.1,0.1,0.1,,0.1,0.2,1,7
F35D2.2,4,2,0.8,0.3,4,0.2,1,0.1,1,2,0.8,9,2,0.5,7,0.9,2
F35D2.3,4,33,277,57,40,249,326,127,13,9,5,2,2,13,1,2,3
mks-3,0.9,0.3,1,0.2,0.1,2,9,3,2,0.4,0.1,0.2,3,0.1,2,1,10
F35D11.1,3,2,2,5,0.5,9,6,0.7,2,1,2,0.2,3,0.6,4,1,0.3
F35D11.3,5,2,2,4,0.8,2,2,3,32,4,20,26,28,6,3,6,7
F35D11.4,2,2,30,16,6,7,54,41,22,11,23,10,6,27,22,12,8
coa-3,1,19,35,28,21,14,58,35,19,20,31,16,17,25,14,18,12
clec-136,0.3,,,,,0.4,,,0.1,0.1,0.1,,,0.1,1,,113
clec-137,0.1,,,,,0.4,,,0.2,0.1,0.1,,,309,,,
clec-138,0.1,,,,,0.2,,,0.2,0.2,1,,,122,,,
clec-139,0.2,,,,3,18,1,0.2,0.5,0.4,2,3,,0.1,0.3,,1
che-10,1,1,5,0.2,0.2,15,10,19,11,7,43,37,17,6,3,3,3
F35F10.1,12,,,,68,18,0.2,0.1,3,1,0.3,3,,0.3,0.2,,6
srbc-3,0.1,,,,,0.1,,,0.6,,,,,,,,
F35F10.4,1,,0.1,12,6,4,0.7,0.2,1,0.1,6,0.5,,0.1,0.3,,0.2
F35F10.5,8,,,,,0.8,9,,3,5,0.1,14,,1,0.1,,1
F35F10.6,6,,,,47,9,0.1,0.2,15,0.4,0.1,18,,0.2,0.2,,2
F35F10.7,0.7,,,,,0.5,,,20,0.1,19,,,8,0.2,,
srbc-1,0.1,,,,,0.1,,,,,,,,,,,
F35F10.10,0.1,,,,,0.1,,,0.1,0.5,,,,,,,
arrd-18,2,2,0.5,0.5,0.4,9,2,13,29,19,12,7,16,14,4,2,2
arrd-19,6,7,2,0.8,0.4,6,2,5,3,9,3,2,5,7,3,3,5
F35F10.13,0.6,,,,,4,,,20,0.4,26,,,51,,,
F35F10.14,0.1,,,,,0.1,,,1,0.8,12,,,,,,
cdc-73,27,50,21,31,17,14,16,12,7,10,10,10,13,13,5,15,33
F35F11.2,2,,,0.7,1,2,0.7,11,2,0.1,0.1,0.8,,0.2,1,,2
F35F11.3,0.1,,,,,0.7,,,0.4,,,,,,,,
npr-7,3,,0.8,0.2,0.3,8,0.2,3,4,0.9,0.5,4,1,0.2,5,11,0.2
F35H10.2,2,,0.1,1,2,2,6,0.1,4,3,2,0.2,0.3,1,2,54,0.3
F35H10.3,11,2,0.2,12,0.7,7,0.4,2,9,2,0.4,3,9,15,1,1,0.3
F35H10.5,0.8,3,16,4,4,28,22,27,5,11,12,4,37,15,174,10,6
F35H10.6,20,32,41,68,50,23,45,19,7,14,15,16,16,19,10,30,18
nprl-3,15,14,13,8,6,14,15,11,13,9,13,18,17,11,7,22,20
F35H10.10,4,6,7,0.8,0.3,125,25,145,49,101,72,11,16,75,19,11,11
F35H12.1,9,0.9,0.2,1,7,0.2,0.1,0.3,3,4,1,2,0.1,0.9,0.2,3,4
tbc-11,5,6,19,9,2,22,20,19,11,9,11,11,9,7,3,6,6
pifk-1,7,7,8,5,1,9,9,8,10,7,12,7,7,6,4,7,6
F35H12.5,2,3,9,9,5,10,14,5,2,4,3,3,3,5,2,3,1
F35H12.6,5,0.9,10,0.5,0.2,24,19,0.3,14,1,1,0.1,6,0.6,13,0.2,1
WBGene00018079,3,3,0.1,3,0.1,4,7,0.3,4,1,1,0.3,10,0.2,3,0.2,0.6
F36A4.1,0.2,,,,,1,,,0.5,7,0.2,,,,,,
F36A4.2,0.4,,,,,6,,,0.5,0.4,4,,,32,0.2,,
F36A4.3,0.5,,,,,6,,,0.3,0.1,4,,,0.1,46,,
F36A4.4,12,,,,,8,185,,3,1,1,0.1,,0.8,12,,0.5
F36A4.5,0.5,,,,0.2,1,8,,0.1,0.9,0.2,3,,7,0.7,,0.6
