Gene ID, 4-cell embryo, proliferating embryo, late cleavage stage embryo, gastrulating embryo, enclosing embryo, 3-fold embryo, elongating embryo, fully-elongated embryo, L1 larva, L2 larva, L2d-dauer molt, dauer larva, post dauer stage, L3 larva, L4 larva, newly molted young adult, adult
21ur-4802,,,,,,,,,,,,,,,,,
21ur-3688,,,,,,,,,,,,,,,,,
21ur-5396,,,,,,,,,,,,,,,,,
21ur-78,,,,,,,,,,,,,,,,,
21ur-3664,,,,,,,,,,,,,,,,,
21ur-1090,,,,,,,,,,,,,,,,,
21ur-3762,,,,,,,,,,,,,,,,,
21ur-4510,,,,,,,,,,,,,,,,,
21ur-4000,,,,,,,,,,,,,,,,,
21ur-125,,,,,,,,,,,,,,,,,
21ur-1253,,,,,,,,,,,,,,,,,
21ur-542,,,,,,,,,,,,,,,,,
21ur-518,,,,,,,,,,,,,,,,,
21ur-1589,,,,,,,,,,,,,,,,,
21ur-3523,,,,,,,,,,,,,,,,,
21ur-2566,,,,,,,,,,,,,,,,,
21ur-2861,,,,,,,,,,,,,,,,,
21ur-1169,,,,,,,,,,,,,,,,,
21ur-5353,,,,,,,,,,,,,,,,,
21ur-3095,,,,,,,,,,,,,,,,,
21ur-4147,,,,,,,,,,,,,,,,,
21ur-2099,0.5,,,,,1,,,,,,,,,,,
21ur-3585,,,,,,,,,,,,,,,,,
21ur-5281,,,,,,,,,,,,,,,,,
21ur-2467,,,,,,,,,,,,,,,,,
21ur-2436,,,,,,,,,,,,,,,,,
21ur-1618,9,,,,,0.7,,,,,,,,,,,
21ur-2621,,,,,,,,,,,,,,,,,
21ur-2546,,,,,,,,,,,,,,,,,
21ur-1738,,,,,,,,,,,,,,,,,
21ur-4339,,,,,,,,,,,,,,,,,
21ur-162,,,,,,,,,,,,,,,,,
21ur-855,,,,,,,,,,,,,,,,,
21ur-4683,,,,,,,,,,,,,,,,,
21ur-268,,,,,,,,,,,,,,,,,
21ur-900,,,,,,,,,,,,,,,,,
21ur-1226,,,,,,,,,,,,,,,,,
21ur-956,,,,,,,,,,,,,,,,,
21ur-5211,,,,,,,,,,,,,,,,,
21ur-3959,,,,,,,,,,,,,,,,,
21ur-214,,,,,,,,,,,,,,,,,
21ur-4038,,,,,,,,,,,,,,,,,
21ur-3317,4,,,,,1,,,13,,,,,,,,
21ur-357,,,,,,,,,,,,,,,,,
21ur-4255,,,,,,,,,,,,,,,,,
21ur-717,,,,,,,,,,,,,,,,,
21ur-1741,,,,,,,,,,,,,,,,,
21ur-2387,,,,,,,,,,,,,,,,,
21ur-439,,,,,,,,,,,,,,,,,
21ur-2503,,,,,,,,,,,,,,,,,
21ur-3666,,,,,,,,,,,,,,,,,
21ur-100,,,,,,,,,,,,,,,,,
21ur-1291,,,,,,,,,,,,,,,,,
21ur-220,,,,,,,,,,,,,,,,,
21ur-113,,,,,,,,,,,,,,,,,
21ur-820,,,,,,,,,,,,,,,,,
21ur-4949,,,,,,,,,,,,,,,,,
21ur-2733,,,,,,,,,,,,,,,,,
21ur-4764,0.9,,,,,2,,,6,1,,,,,,,
21ur-4887,,,,,,,,,,,,,,,,,
21ur-1468,,,,,,,,,,,,,,,,,
21ur-401,,,,,,,,,,,,,,,,,
21ur-563,,,,,,,,,,,,,,,,,
21ur-967,,,,,,,,,,,,,,,,,
21ur-3817,,,,,,,,,,,,,,,,,
21ur-1359,,,,,,,,,,,,,,,,,
21ur-2656,,,,,,,,,,,,,,,,,
21ur-2855,,,,,,,,,,,,,,,,,
21ur-3827,,,,,,,,,,,,,,,,,
21ur-4890,,,,,,,,,,,,,,,,,
21ur-530,,,,,,,,,,,,,,,,,
21ur-2347,,,,,,,,,,,,,,,,,
21ur-2877,,,,,,,,,,,,,,,,,
21ur-1077,6,,,,,3,,,,,,,,,,,
21ur-2256,,,,,,,,,,,,,,,,,
21ur-5163,,,,,,,,,,,,,,,,,
21ur-4428,1,,,,,0.2,,,2,17,,,,,,,
21ur-3861,3,,,,,86,,,,,,,,,,,
21ur-4132,,,,,,,,,,,,,,,,,
21ur-1311,,,,,,,,,,,,,,,,,
21ur-3037,,,,,,,,,,,,,,,,,
21ur-829,,,,,,,,,,,,,,,,,
21ur-2280,,,,,,,,,,,,,,,,,
21ur-4298,,,,,,,,,,,,,,,,,
21ur-2767,,,,,,,,,,,,,,,,,
21ur-1098,,,,,,,,,,,,,,,,,
21ur-4042,,,,,,,,,,,,,,,,,
21ur-3500,,,,,,,,,,,,,,,,,
21ur-3304,,,,,,,,,,,,,,,,,
21ur-2899,,,,,,,,,,,,,,,,,
21ur-4715,,,,,,,,,,,,,,,,,
21ur-1251,0.3,,,,,4,,,,,,,,,,,
21ur-2022,,,,,,,,,,,,,,,,,
21ur-2346,,,,,,,,,,,,,,,,,
21ur-5093,,,,,,,,,,,,,,,,,
21ur-5433,,,,,,,,,,,,,,,,,
21ur-5027,,,,,,40,,,,,,,,,,,
21ur-5000,,,,,,0.5,,,,,,,,,,,
21ur-675,,,,,,,,,,,,,,,,,
21ur-3995,,,,,,,,,,,,,,,,,
21ur-5315,,,,,,,,,,,,,,,,,
21ur-1101,,,,,,,,,,,,,,,,,
21ur-5134,,,,,,,,,,,,,,,,,
21ur-5235,,,,,,,,,,,,,,,,,
21ur-5264,,,,,,,,,,,,,,,,,
21ur-4173,,,,,,,,,,,,,,,,,
21ur-4787,,,,,,,,,,,,,,,,,
21ur-2878,,,,,,,,,,,,,,,,,
21ur-199,,,,,,,,,,,,,,,,,
21ur-122,,,,,,,,,,,,,,,,,
21ur-3602,,,,,,4,,,,,,,,,,,
21ur-3456,,,,,,,,,,,,,,,,,
21ur-1778,,,,,,,,,,,,,,,,,
21ur-2912,,,,,,,,,,,,,,,,,
21ur-5215,,,,,,,,,,,,,,,,,
21ur-3416,,,,,,0.9,,,,,,,,,,,
21ur-2982,,,,,,13,,,,,,,,,,,
21ur-1876,,,,,,,,,,,,,,,,,
21ur-2194,,,,,,,,,,,,,,,,,
21ur-2850,,,,,,27,,,,,,,,,,,
21ur-202,,,,,,,,,,,,,,,,,
21ur-144,,,,,,,,,,,,,,,,,
21ur-5375,,,,,,2,,,,,,,,,,,
21ur-1184,,,,,,,,,,,,,,,,,
21ur-545,,,,,,,,,,,,,,,,,
21ur-4074,,,,,,,,,,,,,,,,,
21ur-2637,,,,,,,,,,,,,,,,,
21ur-742,,,,,,,,,,,,,,,,,
21ur-1390,,,,,,,,,,,,,,,,,
21ur-4645,,,,,,,,,,,,,,,,,
21ur-3040,,,,,,,,,,,,,,,,,
21ur-4315,,,,,,,,,,,,,,,,,
21ur-2114,,,,,,,,,,,,,,,,,
21ur-2120,,,,,,,,,,,,,,,,,
21ur-3152,,,,,,,,,,,,,,,,,
21ur-5284,,,,,,,,,,,,,,,,,
21ur-1885,,,,,,,,,,,,,,,,,
21ur-4661,,,,,,,,,,,,,,,,,
21ur-1267,,,,,,,,,,,,,,,,,
21ur-2841,,,,,,,,,,,,,,,,,
21ur-3789,,,,,,,,,,,,,,,,,
21ur-4632,,,,,,,,,,,,,,,,,
21ur-61,,,,,,,,,,,,,,,,,
21ur-4942,,,,,,,,,,,,,,,,,
21ur-4976,,,,,,,,,,,,,,,,,
21ur-5129,,,,,,,,,,,,,,,,,
21ur-2966,,,,,,,,,,,,,,,,,
21ur-4498,,,,,,,,,,,,,,,,,
21ur-3321,,,,,,,,,,,,,,,,,
21ur-4481,,,,,,,,,,,,,,,,,
21ur-4840,,,,,,,,,,,,,,,,,
21ur-733,,,,,,,,,,,,,,,,,
21ur-2226,,,,,,,,,,,,,,,,,
21ur-3,,,,,,,,,,,,,,,,,
21ur-1064,,,,,,,,,,,,,,,,,
21ur-4208,,,,,,,,,,,,,,,,,
21ur-2471,,,,,,,,,,,,,,,,,
21ur-2260,,,,,,,,,,,,,,,,,
21ur-497,,,,,,,,,,,,,,,,,
21ur-940,,,,,,,,,,,,,,,,,
21ur-4816,,,,,,,,,,,,,,,,,
21ur-2061,,,,,,,,,,,,,,,,,
21ur-1537,,,,,,,,,,,,,,,,,
21ur-3703,,,,,,,,,,,,,,,,,
21ur-1080,,,,,,,,,,,,,,,,,
21ur-4734,,,,,,,,,,,,,,,,,
21ur-4586,3,,,,,8,,,13,,,,,,,,
21ur-5205,,,,,,,,,,,,,,,,,
21ur-1683,,,,,,,,,,,,,,,,,
21ur-2238,,,,,,,,,,,,,,,,,
21ur-4847,,,,,,,,,,,,,,,,,
21ur-2174,,,,,,,,,,,,,,,,,
21ur-4080,,,,,,,,,,,,,,,,,
21ur-2558,,,,,,,,,,,,,,,,,
21ur-4301,,,,,,,,,,,,,,,,,
21ur-2199,,,,,,,,,,,,,,,,,
21ur-2690,,,,,,,,,,,,,,,,,
21ur-2671,46,,,,,0.3,,,11,2,26,,,2,5,,
21ur-2796,,,,,,,,,,,,,,,,,
21ur-3954,74,,,,,0.7,,,,,,,,,,,
21ur-3845,,,,,,,,,,,,,,,,,
21ur-2147,,,,,,,,,,,,,,,,,
21ur-4609,,,,,,,,,,,,,,,,,
21ur-3419,,,,,,,,,,,,,,,,,
21ur-5438,,,,,,,,,,,,,,,,,
21ur-3774,,,,,,,,,,,,,,,,,
21ur-356,,,,,,,,,,,,,,,,,
21ur-4083,,,,,,,,,,,,,,,,,
21ur-4716,,,,,,,,,,,,,,,,,
21ur-1675,,,,,,,,,,,,,,,,,
21ur-4276,,,,,,,,,,,,,,,,,
21ur-4103,,,,,,,,,,,,,,,,,
21ur-2670,,,,,,,,,,,,,,,,,
21ur-817,,,,,,2,,,,,,,,,,,
21ur-1834,,,,,,,,,,,,,,,,,
21ur-1724,,,,,,,,,,,,,,,,,
21ur-4100,,,,,,,,,,,,,,,,,
21ur-5308,,,,,,,,,,,,,,,,,
21ur-1398,,,,,,,,,,,,,,,,,
21ur-1091,,,,,,,,,,,,,,,,,
21ur-1974,,,,,,,,,,,,,,,,,
21ur-4393,,,,,,,,,,,,,,,,,
21ur-4875,4,,,,,5,,,,,,,,,,,
21ur-3226,,,,,,,,,,,,,,,,,
21ur-2480,,,,,,,,,,,,,,,,,
21ur-3448,,,,,,8,,,,,,,,,,,
21ur-4119,,,,,,,,,,,,,,,,,
21ur-2862,,,,,,,,,,,,,,,,,
21ur-4674,,,,,,,,,,,,,,,,,
21ur-388,,,,,,,,,,,,,,,,,
21ur-3719,,,,,,,,,,,,,,,,,
21ur-3252,,,,,,,,,,,,,,,,,
21ur-3159,,,,,,,,,,,,,,,,,
21ur-1357,,,,,,47,,,,,,,,,,,
21ur-5009,,,,,,,,,,,,,,,,,
21ur-2808,,,,,,,,,,,,,,,,,
21ur-1410,,,,,,0.9,,,,,,,,,,,
21ur-3205,,,,,,,,,,,,,,,,,
21ur-184,,,,,,47,,,,,,,,,,,
21ur-3568,,,,,,,,,,,,,,,,,
21ur-1634,,,,,,,,,,,,,,,,,
21ur-1796,13,,,,,3,,,9,,,,,,,,
21ur-2327,,,,,,,,,,,,,,,,,
21ur-4283,,,,,,,,,,,,,,,,,
21ur-2839,,,,,,,,,,,,,,,,,
21ur-2021,,,,,,,,,,,,,,,,,
21ur-1207,4,,,,,1,,,39,0.5,,,,,,,
21ur-3123,,,,,,,,,,,,,,,,,
21ur-2248,,,,,,,,,,,,,,,,,
21ur-208,27,,,,,2,,,,,,,,,,,
21ur-4977,,,,,,,,,,,,,,,,,
21ur-5189,,,,,,,,,,,,,,,,,
21ur-3211,,,,,,,,,,,,,,,,,
21ur-484,,,,,,,,,,,,,,,,,
21ur-1832,,,,,,,,,,,,,,,,,
21ur-2045,,,,,,,,,,,,,,,,,
21ur-3975,,,,,,,,,,,,,,,,,
21ur-934,,,,,,,,,,,,,,,,,
21ur-2322,,,,,,,,,,,,,,,,,
21ur-138,,,,,,6,,,,,,,,,,,
21ur-4018,,,,,,,,,,,,,,,,,
21ur-2257,,,,,,,,,,,,,,,,,
21ur-501,,,,,,,,,,,,,,,,,
21ur-1667,,,,,,1,,,,,,,,,,,
21ur-637,,,,,,,,,,,,,,,,,
21ur-684,0.5,,,,,8,,,,,,,,,,,
21ur-918,,,,,,1,,,,,,,,,,,
21ur-1473,,,,,,,,,,,,,,,,,
21ur-5327,10,,,,,0.2,,,7,7,7,,,2,2,,
21ur-1931,,,,,,,,,,,,,,,,,
21ur-1711,,,,,,,,,,,,,,,,,
21ur-5,6,,,,,3,,,59,0.9,,,,,,,
21ur-5061,9,,,,,0.5,,,6,,,,,,,,
21ur-183,,,,,,,,,,,,,,,,,
21ur-253,,,,,,,,,,,,,,,,,
21ur-1858,,,,,,44,,,,,,,,,,,
21ur-4001,,,,,,,,,,,,,,,,,
21ur-1194,,,,,,,,,,,,,,,,,
21ur-4753,,,,,,,,,,,,,,,,,
21ur-3443,,,,,,,,,,,,,,,,,
21ur-3387,,,,,,2,,,,,,,,,,,
21ur-977,,,,,,,,,,,,,,,,,
21ur-1789,,,,,,,,,,,,,,,,,
21ur-4745,,,,,,,,,,,,,,,,,
21ur-4022,,,,,,,,,,,,,,,,,
21ur-3707,,,,,,,,,,,,,,,,,
21ur-1087,,,,,,,,,,,,,,,,,
21ur-941,,,,,,,,,,,,,,,,,
21ur-3132,,,,,,,,,,,,,,,,,
21ur-3181,,,,,,,,,,,,,,,,,
21ur-5296,,,,,,,,,,,,,,,,,
21ur-2429,,,,,,,,,,,,,,,,,
21ur-1869,,,,,,,,,,,,,,,,,
21ur-1655,,,,,,,,,,,,,,,,,
21ur-2900,9,,,,,7,,,,,,,,,,,
21ur-4081,,,,,,,,,,,,,,,,,
21ur-1255,,,,,,,,,,,,,,,,,
21ur-5333,,,,,,,,,,,,,,,,,
21ur-830,21,,,,,4,,,6,5,1,,,,,,
21ur-4808,,,,,,,,,,,,,,,,,
21ur-2805,,,,,,,,,,,,,,,,,
21ur-1338,,,,,,,,,,,,,,,,,
21ur-3485,,,,,,,,,,,,,,,,,
21ur-1678,,,,,,,,,,,,,,,,,
21ur-5012,,,,,,,,,,,,,,,,,
21ur-1150,,,,,,,,,,,,,,,,,
21ur-540,,,,,,,,,,,,,,,,,
21ur-852,,,,,,2,,,,,,,,,,,
21ur-2359,,,,,,,,,,,,,,,,,
21ur-44,,,,,,,,,,,,,,,,,
21ur-1191,,,,,,,,,,,,,,,,,
21ur-296,,,,,,5,,,,,,,,,,,
21ur-4179,,,,,,,,,,,,,,,,,
21ur-2676,,,,,,,,,,,,,,,,,
21ur-2218,,,,,,,,,,,,,,,,,
21ur-2152,,,,,,,,,,,,,,,,,
21ur-4853,,,,,,,,,,,,,,,,,
21ur-3230,,,,,,,,,,,,,,,,,
21ur-723,,,,,,,,,,,,,,,,,
21ur-1699,,,,,,,,,,,,,,,,,
21ur-1638,,,,,,2,,,,,,,,,,,
21ur-2666,,,,,,,,,,,,,,,,,
21ur-27,,,,,,,,,,,,,,,,,
21ur-1991,,,,,,,,,,,,,,,,,
21ur-2121,46,,,,,2,,,2,8,11,,,2,33,,
21ur-872,,,,,,,,,,,,,,,,,
21ur-600,,,,,,,,,,,,,,,,,
21ur-694,,,,,,,,,,,,,,,,,
21ur-1595,,,,,,,,,,,,,,,,,
21ur-738,,,,,,,,,,,,,,,,,
21ur-1877,,,,,,,,,,,,,,,,,
21ur-3753,,,,,,,,,,,,,,,,,
21ur-996,,,,,,,,,,,,,,,,,
21ur-302,,,,,,,,,,,,,,,,,
21ur-4321,,,,,,,,,,,,,,,,,
21ur-5186,,,,,,,,,,,,,,,,,
21ur-207,,,,,,,,,,,,,,,,,
21ur-660,,,,,,,,,,,,,,,,,
21ur-3105,,,,,,,,,,,,,,,,,
21ur-3678,,,,,,,,,,,,,,,,,
21ur-1714,,,,,,,,,,,,,,,,,
21ur-2742,,,,,,,,,,,,,,,,,
21ur-1998,,,,,,,,,,,,,,,,,
21ur-4735,,,,,,,,,,,,,,,,,
21ur-4908,,,,,,,,,,,,,,,,,
21ur-1232,,,,,,,,,,,,,,,,,
21ur-3380,20,,,,,1,,,11,,,,,,,,
21ur-3468,3,,,,,27,,,,,,,,,,,
21ur-218,,,,,,,,,,,,,,,,,
21ur-915,,,,,,,,,,,,,,,,,
21ur-2405,,,,,,,,,,,,,,,,,
21ur-3892,,,,,,5,,,,,,,,,,,
21ur-3370,,,,,,,,,,,,,,,,,
21ur-454,,,,,,,,,,,,,,,,,
21ur-1168,,,,,,,,,,,,,,,,,
21ur-4827,,,,,,0.9,,,,,,,,,,,
21ur-5238,,,,,,,,,,,,,,,,,
21ur-3865,54,,,,,2,,,,,,,,,,,
21ur-261,,,,,,,,,,,,,,,,,
21ur-2233,,,,,,,,,,,,,,,,,
21ur-2028,,,,,,,,,,,,,,,,,
21ur-1541,,,,,,,,,,,,,,,,,
21ur-4077,,,,,,,,,,,,,,,,,
21ur-106,,,,,,,,,,,,,,,,,
21ur-828,,,,,,,,,,,,,,,,,
21ur-131,,,,,,,,,,,,,,,,,
21ur-5307,,,,,,,,,,,,,,,,,
21ur-976,,,,,,,,,,,,,,,,,
21ur-955,,,,,,,,,,,,,,,,,
21ur-3716,,,,,,,,,,,,,,,,,
21ur-1221,,,,,,0.5,,,,,,,,,,,
21ur-538,,,,,,,,,,,,,,,,,
21ur-1157,,,,,,,,,,,,,,,,,
21ur-4641,,,,,,,,,,,,,,,,,
21ur-2851,,,,,,,,,,,,,,,,,
21ur-3488,,,,,,,,,,,,,,,,,
21ur-5340,,,,,,,,,,,,,,,,,
21ur-1133,,,,,,18,,,,,,,,,,,
21ur-4332,,,,,,,,,,,,,,,,,
21ur-4495,,,,,,,,,,,,,,,,,
21ur-45,,,,,,,,,,,,,,,,,
21ur-4514,,,,,,16,,,,,,,,,,,
21ur-3925,,,,,,,,,,,,,,,,,
21ur-4817,,,,,,,,,,,,,,,,,
21ur-1321,,,,,,2,,,,,,,,,,,
21ur-2072,,,,,,,,,,,,,,,,,
21ur-5069,,,,,,,,,,,,,,,,,
21ur-786,,,,,,,,,,,,,,,,,
21ur-5035,,,,,,,,,,,,,,,,,
21ur-2157,,,,,,,,,,,,,,,,,
21ur-2799,,,,,,,,,,,,,,,,,
21ur-1705,,,,,,,,,,,,,,,,,
21ur-1849,,,,,,,,,,,,,,,,,
21ur-4677,,,,,,,,,,,,,,,,,
21ur-4587,,,,,,,,,,,,,,,,,
21ur-5090,,,,,,,,,,,,,,,,,
21ur-5096,,,,,,,,,,,,,,,,,
21ur-3426,,,,,,,,,,,,,,,,,
21ur-4958,,,,,,,,,,,,,,,,,
21ur-2549,,,,,,13,,,,,,,,,,,
21ur-4130,,,,,,,,,,,,,,,,,
21ur-4867,,,,,,,,,,,,,,,,,
21ur-1045,,,,,,,,,,,,,,,,,
21ur-4780,,,,,,,,,,,,,,,,,
21ur-2519,,,,,,,,,,,,,,,,,
21ur-3794,,,,,,,,,,,,,,,,,
21ur-3064,,,,,,,,,,,,,,,,,
21ur-1297,,,,,,,,,,,,,,,,,
21ur-709,,,,,,,,,,,,,,,,,
21ur-3151,,,,,,,,,,,,,,,,,
21ur-1760,,,,,,,,,,,,,,,,,
21ur-2907,,,,,,,,,,,,,,,,,
21ur-3147,,,,,,,,,,,,,,,,,
21ur-3401,,,,,,,,,,,,,,,,,
21ur-2894,,,,,,,,,,,,,,,,,
21ur-3909,,,,,,,,,,,,,,,,,
21ur-364,,,,,,,,,,,,,,,,,
21ur-4534,,,,,,,,,,,,,,,,,
21ur-151,,,,,,,,,,,,,,,,,
21ur-3140,,,,,,,,,,,,,,,,,
21ur-4232,,,,,,,,,,,,,,,,,
21ur-760,,,,,,,,,,,,,,,,,
21ur-599,,,,,,,,,,,,,,,,,
21ur-1307,,,,,,,,,,,,,,,,,
21ur-5081,,,,,,,,,,,,,,,,,
21ur-4200,,,,,,,,,,,,,,,,,
21ur-4084,,,,,,,,,,,,,,,,,
21ur-2184,,,,,,,,,,,,,,,,,
21ur-3111,,,,,,,,,,,,,,,,,
21ur-1020,,,,,,,,,,,,,,,,,
21ur-4819,,,,,,,,,,,,,,,,,
21ur-2151,,,,,,,,,,,,,,,,,
21ur-4139,,,,,,,,,,,,,,,,,
21ur-3982,,,,,,,,,,,,,,,,,
21ur-5439,,,,,,,,,,,,,,,,,
21ur-5139,,,,,,,,,,,,,,,,,
21ur-2762,,,,,,,,,,,,,,,,,
21ur-593,,,,,,,,,,,,,,,,,
21ur-5248,,,,,,,,,,,,,,,,,
21ur-4934,,,,,,,,,,,,,,,,,
21ur-4698,,,,,,,,,,,,,,,,,
21ur-3458,,,,,,,,,,,,,,,,,
21ur-4178,,,,,,,,,,,,,,,,,
21ur-4893,,,,,,,,,,,,,,,,,
21ur-2381,,,,,,,,,,,,,,,,,
21ur-4385,,,,,,,,,,,,,,,,,
21ur-5445,,,,,,,,,,,,,,,,,
21ur-3551,,,,,,,,,,,,,,,,,
21ur-4044,,,,,,,,,,,,,,,,,
21ur-4943,,,,,,,,,,,,,,,,,
21ur-3469,,,,,,,,,,,,,,,,,
21ur-2577,,,,,,,,,,,,,,,,,
21ur-5300,,,,,,,,,,,,,,,,,
21ur-1486,,,,,,,,,,,,,,,,,
21ur-1893,,,,,,,,,,,,,,,,,
21ur-112,,,,,,,,,,,,,,,,,
21ur-907,,,,,,,,,,,,,,,,,
21ur-4450,,,,,,,,,,,,,,,,,
21ur-4503,,,,,,,,,,,,,,,,,
21ur-3431,,,,,,,,,,,,,,,,,
21ur-1014,,,,,,,,,,,,,,,,,
21ur-3992,,,,,,,,,,,,,,,,,
21ur-3002,,,,,,,,,,,,,,,,,
21ur-1534,,,,,,,,,,,,,,,,,
21ur-2971,,,,,,,,,,,,,,,,,
21ur-2445,,,,,,,,,,,,,,,,,
21ur-902,,,,,,,,,,,,,,,,,
21ur-1145,,,,,,,,,,,,,,,,,
21ur-476,,,,,,,,,,,,,,,,,
21ur-4021,,,,,,,,,,,,,,,,,
21ur-1562,,,,,,,,,,,,,,,,,
21ur-2564,,,,,,,,,,,,,,,,,
21ur-2715,,,,,,,,,,,,,,,,,
21ur-3933,,,,,,,,,,,,,,,,,
21ur-1521,,,,,,,,,,,,,,,,,
21ur-5362,,,,,,,,,,,,,,,,,
21ur-1088,,,,,,,,,,,,,,,,,
21ur-2379,,,,,,,,,,,,,,,,,
21ur-5103,,,,,,,,,,,,,,,,,
21ur-1364,,,,,,,,,,,,,,,,,
21ur-3118,,,,,,,,,,,,,,,,,
21ur-2948,,,,,,,,,,,,,,,,,
21ur-899,,,,,,,,,,,,,,,,,
21ur-62,,,,,,,,,,,,,,,,,
21ur-2139,,,,,,,,,,,,,,,,,
21ur-4366,,,,,,,,,,,,,,,,,
21ur-5142,,,,,,,,,,,,,,,,,
21ur-4820,,,,,,,,,,,,,,,,,
21ur-2846,,,,,,,,,,,,,,,,,
21ur-2014,,,,,,,,,,,,,,,,,
21ur-2573,,,,,,,,,,,,,,,,,
21ur-4335,,,,,,,,,,,,,,,,,
21ur-2617,,,,,,,,,,,,,,,,,
21ur-1506,,,,,,,,,,,,,,,,,
21ur-2580,,,,,,,,,,,,,,,,,
21ur-1973,,,,,,,,,,,,,,,,,
21ur-4344,,,,,,,,,,,,,,,,,
21ur-3616,,,,,,,,,,,,,,,,,
21ur-3831,,,,,,,,,,,,,,,,,
21ur-1343,,,,,,,,,,,,,,,,,
21ur-4247,,,,,,,,,,,,,,,,,
21ur-2258,5,,,,,8,,,20,,,,,,,,
21ur-2991,,,,,,,,,,,,,,,,,
21ur-4721,,,,,,,,,,,,,,,,,
21ur-4685,,,,,,,,,,,,,,,,,
21ur-4285,,,,,,,,,,,,,,,,,
21ur-4011,32,,,,,0.5,,,4,8,60,,,7,,,
21ur-3388,,,,,,,,,,,,,,,,,
21ur-3737,,,,,,,,,,,,,,,,,
21ur-1829,,,,,,18,,,,,,,,,,,
21ur-252,,,,,,,,,,,,,,,,,
21ur-2366,,,,,,1,,,,,,,,,,,
21ur-2437,7,,,,,13,,,3,20,9,,,,,,
21ur-1055,,,,,,,,,,,,,,,,,
21ur-2122,,,,,,,,,,,,,,,,,
21ur-1868,,,,,,,,,,,,,,,,,
21ur-3556,,,,,,13,,,,,,,,,,,
21ur-17,,,,,,,,,,,,,,,,,
21ur-2428,,,,,,,,,,,,,,,,,
21ur-810,,,,,,,,,,,,,,,,,
21ur-270,,,,,,,,,,,,,,,,,
21ur-5049,,,,,,,,,,,,,,,,,
21ur-2430,,,,,,,,,,,,,,,,,
21ur-5295,,,,,,,,,,,,,,,,,
21ur-4651,,,,,,,,,,,,,,,,,
21ur-3668,,,,,,,,,,,,,,,,,
21ur-1337,,,,,,,,,,,,,,,,,
21ur-2628,,,,,,,,,,,,,,,,,
21ur-4423,,,,,,,,,,,,,,,,,
21ur-121,,,,,,,,,,,,,,,,,
21ur-758,,,,,,,,,,,,,,,,,
21ur-4809,2,,,,,0.2,,,,,,,,,,,
21ur-2044,,,,,,,,,,,,,,,,,
21ur-275,,,,,,,,,,,,,,,,,
21ur-3689,,,,,,295,,,,,,,,,,,
21ur-4363,,,,,,,,,,,,,,,,,
21ur-722,,,,,,,,,,,,,,,,,
21ur-1677,,,,,,47,,,,,,,,,,,
21ur-130,31,,,,,29,,,4,10,17,,,17,0.5,,
21ur-3989,,,,,,,,,,,,,,,,,
21ur-3194,12,,,,,9,,,2,2,1,,,,,,
21ur-2499,,,,,,,,,,,,,,,,,
21ur-1139,,,,,,,,,,,,,,,,,
21ur-4010,,,,,,,,,,,,,,,,,
21ur-4129,,,,,,,,,,,,,,,,,
21ur-838,,,,,,,,,,,,,,,,,
21ur-229,,,,,,,,,,,,,,,,,
21ur-1062,,,,,,,,,,,,,,,,,
21ur-2651,,,,,,,,,,,,,,,,,
21ur-209,,,,,,,,,,,,,,,,,
21ur-3281,,,,,,,,,,,,,,,,,
21ur-4633,,,,,,,,,,,,,,,,,
21ur-893,,,,,,,,,,,,,,,,,
21ur-4432,,,,,,,,,,,,,,,,,
21ur-1947,,,,,,,,,,,,,,,,,
21ur-2321,,,,,,,,,,,,,,,,,
21ur-4563,,,,,,,,,,,,,,,,,
21ur-2105,,,,,,,,,,,,,,,,,
21ur-509,,,,,,,,,,,,,,,,,
21ur-3550,,,,,,,,,,,,,,,,,
21ur-4154,,,,,,,,,,,,,,,,,
21ur-2133,,,,,,,,,,,,,,,,,
21ur-3830,,,,,,,,,,,,,,,,,
21ur-3341,,,,,,,,,,,,,,,,,
21ur-3446,,,,,,,,,,,,,,,,,
21ur-324,,,,,,,,,,,,,,,,,
21ur-3569,,,,,,,,,,,,,,,,,
21ur-1549,,,,,,,,,,,,,,,,,
21ur-4658,,,,,,,,,,,,,,,,,
21ur-3128,,,,,,,,,,,,,,,,,
21ur-1559,,,,,,,,,,,,,,,,,
21ur-3595,,,,,,,,,,,,,,,,,
21ur-3979,,,,,,,,,,,,,,,,,
21ur-2516,,,,,,,,,,,,,,,,,
21ur-3072,,,,,,,,,,,,,,,,,
21ur-4490,,,,,,0.5,,,,,,,,,,,
21ur-1874,,,,,,,,,,,,,,,,,
21ur-1269,,,,,,,,,,,,,,,,,
21ur-4078,,,,,,,,,,,,,,,,,
21ur-4072,,,,,,,,,,,,,,,,,
21ur-2051,,,,,,,,,,,,,,,,,
21ur-1540,,,,,,,,,,,,,,,,,
21ur-1633,,,,,,,,,,,,,,,,,
21ur-2627,,,,,,,,,,,,,,,,,
21ur-3893,,,,,,,,,,,,,,,,,
21ur-404,,,,,,,,,,,,,,,,,
21ur-4800,,,,,,,,,,,,,,,,,
21ur-3240,,,,,,,,,,,,,,,,,
21ur-2609,,,,,,,,,,,,,,,,,
21ur-2230,,,,,,,,,,,,,,,,,
21ur-63,,,,,,,,,,,,,,,,,
21ur-3098,,,,,,,,,,,,,,,,,
21ur-3022,,,,,,,,,,,,,,,,,
21ur-1374,,,,,,,,,,,,,,,,,
