Gene_id,3-fold embryo Ce,4-cell embryo Ce,adult Ce,dauer larva Ce,elongating embryo Ce,embryo Ce,enclosing embryo Ce,fully-elongated embryo Ce,gastrulating embryo Ce,L1 larva Ce,L2 larva Ce,L2d-dauer molt Ce,L3 larva Ce,L4 larva Ce,late cleavage stage embryo Ce,newly molted young adult hermaphrodite Ce,post dauer stage Ce,proliferating embryo Ce
WBGene00019750,31,3,309,2160,15,114,1,372,3,6136,361,2354,376,3342,0,122,2113,44
WBGene00019751,6927,10,133,105,30323,5145,518,13733,1783,17857,4224,174,1089,612,11441,139,281,12175
WBGene00019753,56,0,45,325,79,33,2,291,5,3963,832,179,104,796,16,54,158,70
WBGene00019754,217,2,19,35,72,163,6,1033,31,84,119,348,62,444,29,27,311,225
WBGene00019755,0,1,10,0,0,0,0,8,0,32,3,1,11,356,4,53,0,16
WBGene00019756,975,3,34,32,262,757,4,5653,39,1978,486,226,204,1130,38,35,63,1675
WBGene00019757,592,792,2601,3021,1450,1974,1511,1736,4800,1907,293,1362,523,2115,1099,2218,1503,6890
WBGene00019758,2,4,3,2,5,2,4,8,4,127,15,2,0,2,9,1,0,51
WBGene00019759,6188,11,240,238,7576,3802,108,7552,128,1045,2106,1592,2986,6240,1342,250,188,3090
WBGene00019760,41551,586,15413,3649,81563,40967,13649,67347,17153,18246,13996,7265,24591,70497,39309,22806,5000,62358
WBGene00019761,2671,4,47,125,544,607,3,5956,12,1192,641,141,190,1815,24,107,55,891
WBGene00019762,4898,2295,12293,6434,9079,8589,2050,14678,9242,11303,3442,4455,3638,4900,5782,8755,4990,49395
WBGene00019763,827,1,35,82,827,121,16,1000,135,178,119,157,335,362,206,163,148,433
WBGene00019764,20,6,17,283,13,5,4,238,7,1742,85,181,58,188,15,50,510,83
WBGene00019765,168,3,56,840,171,86,9,830,13,5285,636,779,307,613,36,165,540,93
WBGene00019766,2585,1050,9306,2618,3947,4018,901,9769,2633,15278,2394,1596,939,5881,2350,4577,1927,38381
WBGene00019767,3151,4911,22823,2936,5233,13544,10856,11532,28021,20458,2412,3049,3232,8168,7966,9860,4820,117228
WBGene00019768,150,5,121,267,270,137,16,410,133,979,155,86,50,423,215,110,108,1324
WBGene00019769,175,70,711,462,334,227,140,352,439,403,152,253,279,1105,222,602,291,1247
WBGene00019770,3732,450,2520,1457,6438,3655,2127,7268,4595,11033,1675,1493,1976,6632,2953,1789,1166,11155
WBGene00019771,4332,446,10557,1838,8176,4461,234,10560,1143,15362,3492,2594,1903,2777,3372,4408,1238,11007
WBGene00019772,154,0,495,356,26,124,4,728,16,12846,1507,373,557,577,9,223,345,212
WBGene00019773,20,7,118,305,12,6,5,27,5,120,17,202,270,532,10,108,250,35
WBGene00019774,115,46,343,3113,98,123,21,400,113,6236,543,2200,384,535,53,302,1910,954
WBGene00019776,562,7,40,303,257,81,3,370,6,807,162,151,54,485,16,22,185,458
WBGene00019777,683,137,696,1333,1078,538,185,1677,773,1777,393,743,430,514,643,560,934,2694
WBGene00019778,2738,1294,8373,2148,2306,3446,182,5459,2108,13408,2718,1772,2293,13699,1063,3956,1425,30418
WBGene00019779,1513,29,6844,477,475,1080,7,9630,184,76821,11649,5348,9586,13987,60,11055,10696,2410
WBGene00019780,2797,29,5442,54767,3074,1995,58,10979,130,87392,2675,74141,3464,14687,482,2918,48062,1211
WBGene00019781,1412,45,528,1450,931,638,71,2872,242,4140,537,1673,582,1821,246,447,1036,1359
WBGene00019782,72,10,1032,4150,36,48,8,206,7,12188,289,6258,55,1433,16,65,7979,147
WBGene00019783,5,7,78,8,0,7,11,15,7,37,29,9,260,1179,12,327,2,38
WBGene00019784,0,4,2,0,0,1,1,8,2,13,0,0,1,19,7,4,1,19
WBGene00019785,18,12,277,0,5,20,9,52,24,77,12,1,450,2374,16,1126,3,88
WBGene00019786,2087,679,2895,1841,2113,1458,135,3012,894,6672,1319,1203,695,2078,833,1866,1116,11568
WBGene00019787,1826,350,1366,980,2306,1931,272,2991,1484,5065,875,599,460,1160,1280,1174,622,9204
WBGene00019788,0,0,0,0,4,0,0,0,11,0,0,0,0,0,2,0,0,12
WBGene00019789,342,13,520,1008,428,214,145,664,208,1098,308,417,218,570,195,357,644,788
WBGene00019791,0,1,0,0,1,0,2,0,18,3,0,0,0,0,1,0,0,8
WBGene00019792,529,402,3127,1854,378,592,9,941,196,1108,247,674,670,1681,127,2406,798,3499
WBGene00019793,16,17,17,0,13,68,41,75,322,12,7,5,0,205,31,3,2,2112
WBGene00019794,4,12,203,1,5,11,9,14,6,12,5,0,0,81,10,58,2,62
WBGene00019795,105,243,756,1,64,184,12,159,102,59,7,0,2,482,34,341,0,2509
WBGene00019796,14,22,226,1,38,26,5,29,7,27,3,1,1,138,23,138,0,142
WBGene00019797,10,25,50,1,32,96,128,161,3022,24,0,11,0,14,39,5,0,2836
WBGene00019798,9,21,41,0,17,39,30,104,1191,26,4,10,0,15,25,0,0,1998
WBGene00019799,393,675,2731,5,176,1140,91,606,1312,276,16,15,7,773,84,624,0,13877
WBGene00019800,1615,1132,5781,1945,3640,3266,1213,3849,3412,6729,1850,2507,2789,8468,1982,5411,3057,9700
WBGene00019801,691,440,3652,5008,1253,1775,81,1437,293,19130,507,1313,1419,2288,537,3915,1922,3135
WBGene00019803,1624,5,1480,724,1327,258,11,1587,142,2468,1230,1481,1823,3732,223,1344,1206,403
WBGene00019804,45,11,58,8,164,79,22,138,96,42,4,1,0,12,95,3,1,766
WBGene00019806,1361,62,525,970,2431,572,438,2781,1164,1733,583,501,651,1078,994,774,584,2262
WBGene00019807,4750,461,4262,4632,6368,2742,221,7107,1481,14883,1885,3190,2002,2450,2228,2880,3309,9586
WBGene00019808,2062,738,3715,2700,2739,2442,452,3280,1890,7530,1148,1909,837,2181,1046,3048,1775,12133
WBGene00019809,9,0,0,10,10,2,1,4,0,44,2,26,2,8,5,4,2,14
WBGene00019810,3,1,200,383,4,0,4,13,6,34,8,983,205,856,7,352,225,11
WBGene00019811,161,528,25224,377,139,437,20,473,172,712,61,291,352,1945,64,12118,203,1281
WBGene00019812,83,8,63,192,122,16,7,92,15,113,37,339,38,353,44,125,108,48
WBGene00019813,5898,150,958,1286,7884,1952,1020,8064,2072,3638,1277,1923,2955,5186,2178,1516,1518,3993
WBGene00019814,36,57,466,2,51,641,317,516,2319,38,5,2,0,18,114,22,1,8920
WBGene00019815,27,63,458,1155,61,548,191,409,1171,26,0,358,0,13,106,17,978,6048
WBGene00019816,867,9,145,1557,1033,331,81,1886,121,2939,300,933,294,1349,421,265,664,2854
WBGene00019817,81,41,148,0,172,331,786,504,4647,26,6,4,1,8,315,29,0,4848
WBGene00019818,14,3,125,13,12,5,5,39,16,2797,133,39,90,184,15,91,50,31
WBGene00019819,6796,86,10332,13723,14856,10287,1525,26479,5563,50203,10825,7672,18320,18731,7868,15425,16854,29909
WBGene00019820,2707,1337,8199,2049,3430,3254,248,5855,1902,4319,1447,1368,2119,2675,1757,3940,1230,16806
WBGene00019821,1851,650,2864,3237,3245,2206,493,5055,1761,6326,1039,1455,1188,1542,1739,3210,1828,7121
WBGene00019822,1787,1554,7645,4179,2313,3441,335,4348,2178,6473,1159,1958,2057,2718,1244,4205,2222,16701
WBGene00019823,3356,1544,6089,3084,4364,3076,1650,5470,3664,8576,2699,2342,2559,3847,2407,5383,3446,20892
WBGene00019824,2158,2020,6737,2426,4524,4559,642,5555,3106,3485,518,1449,1164,3056,1813,5162,1439,19719
WBGene00019825,279,730,2505,833,436,940,117,835,643,1045,319,456,431,1407,229,1696,441,4310
WBGene00019826,21,1,19,19,30,786,2,31,15,35,6,21,18,524,16,28,26,143
WBGene00019827,3632,1167,9588,12332,1798,5697,94,8134,1517,94335,9492,8264,5381,8585,705,5487,7673,18128
WBGene00019828,542,10,42,305,157,226,12,1412,17,2846,105,332,52,585,18,49,267,1337
WBGene00019829,182,3,280,711,41,142,0,1070,8,5232,375,599,233,2143,12,317,541,375
WBGene00019830,889,35,1296,5531,1473,981,986,2370,2324,3755,2141,6826,2614,5247,1193,2193,6339,1689
WBGene00019831,37780,2139,57754,39583,43798,52661,7402,66941,26547,759280,37808,13309,14339,40473,16330,21073,19663,114519
WBGene00019832,7650,23,366,482,10522,3755,140,12451,392,2866,680,557,366,459,3505,168,499,6874
WBGene00019833,274,863,5813,365,184,553,24,398,179,1087,34,163,182,773,116,3663,134,2920
WBGene00019834,1,6,36,5,2,10,0,6,9,36,3,3,30,325,4,51,12,29
WBGene00019835,2,0,45,2,0,0,1,5,0,23,1,1,10,153,1,23,14,5
WBGene00019836,1437,477,3371,2908,2257,1855,348,3796,1457,10453,1053,1927,1527,1796,1341,3377,2390,4964
WBGene00019837,52,12,677,6569,61,55,2,232,22,3605,450,4307,629,748,27,617,6199,150
WBGene00019838,1432,516,2089,1713,2727,1345,908,2627,2461,2722,820,1027,978,2546,1095,2464,1152,5066
WBGene00019839,44496,4,159,118,18814,11193,24,71628,877,1927,6065,884,2551,8001,1149,316,36,15495
WBGene00019840,69,0,178,1403,12,84,3,685,4,18829,630,996,164,1570,2,65,1229,615
WBGene00019841,2673,86,905,3776,2087,1395,110,3901,304,24477,2788,2415,1235,1523,679,1078,3176,3005
WBGene00019842,1951,1240,5816,1974,2838,2753,405,5349,2566,4062,940,921,643,1177,1560,3561,947,18292
WBGene00019843,2199,12,115,1381,8872,1270,226,5269,798,1864,625,358,971,3167,3808,276,752,11024
WBGene00019844,609,116,2051,4503,927,1813,78,2109,723,28503,2321,3466,2333,2628,636,1689,2559,2885
WBGene00019845,90,14,8,30,27,13,11,162,6,920,49,24,14,147,17,34,53,122
WBGene00019846,49,1,186,186,16,14,6,180,3,684,196,287,614,940,5,466,283,25
WBGene00019847,4279,39,405,2751,3856,1208,162,5351,706,33072,1707,2317,337,661,1198,339,1354,3773
WBGene00019849,459,6,1,91,211,29,4,438,6,57,56,96,63,126,26,19,41,234
WBGene00019850,24,3,0,115,12,1,3,29,3,17,2,59,4,19,7,7,35,22
WBGene00019851,3,4,0,308,2,1,7,28,6,57,21,781,1,35,14,12,147,29
WBGene00019853,266,2,3,399,73,48,0,590,7,1015,31,236,21,156,23,11,400,596
WBGene00019854,250,120,555,3280,204,630,881,722,5181,5173,99,4562,131,938,319,359,2011,5317
WBGene00019855,17914,12,195,1879,24199,5499,772,15434,1341,13437,4220,1506,1954,1668,8179,72,1809,10193
WBGene00019856,5,2,14,0,2,1,2,4,6,28,6,0,0,1324,2,14,1,18
WBGene00019857,0,1,0,0,0,0,3,2,2,91,43,0,0,310,5,3,0,7
WBGene00019858,492,9,472,76,427,900,12,977,56,8516,2065,93,139,1192,131,217,89,1166
WBGene00019859,1256,3,34,819,564,216,5,1658,132,1422,246,657,237,383,38,65,764,568
WBGene00019861,5,0,26,400,0,9,1,28,4,45,31,353,3,104,1,17,410,2
WBGene00019862,6051,1995,11040,2929,12790,14779,1845,26863,10250,20177,2949,2360,2108,1960,8321,2280,1864,83593
WBGene00019863,1208,8,166,2582,2276,204,52,2149,313,2056,920,1413,740,750,598,452,1466,815
WBGene00019864,1007,515,922,747,1973,790,442,2519,2474,2175,372,605,554,747,858,677,719,5363
WBGene00019865,116,8,77,244,80,55,28,457,137,1841,99,156,171,314,45,241,396,566
WBGene00019866,3296,5,20,27,1921,556,19,2846,100,210,153,36,60,110,191,16,10,1088
WBGene00019867,1592,76,454,324,2203,846,686,2390,1968,1487,232,489,379,891,1003,264,278,2695
WBGene00019868,2543,4,54,150,495,840,6,5656,48,1238,504,556,234,1076,45,80,176,1406
WBGene00019869,986,11,630,982,1054,180,17,1716,147,2680,426,726,987,1637,313,1138,684,424
WBGene00019870,630,4,41,1734,297,108,3,760,26,7562,367,759,73,575,34,41,692,862
WBGene00019871,7818,747,7114,11005,8554,6315,205,12993,2441,76542,6201,7178,1792,2535,3160,1470,4927,21859
WBGene00019872,1478,18,755,1835,2319,2195,679,4378,1400,20088,792,1177,315,1094,1263,312,997,5339
WBGene00019873,351,3,78,1312,193,154,17,800,47,5366,2218,903,245,529,37,102,756,575
WBGene00019874,32,4,18,22,33,61,3,71,28,526,81,20,2,52,15,2,20,179
WBGene00019875,10149,106,4590,30012,10193,5184,107,20648,385,132818,7918,31942,8425,8295,2432,4288,18918,8338
WBGene00019877,6283,911,9020,7387,9133,6194,851,13115,3731,30907,1767,5087,2251,3227,4578,5915,5222,23992
WBGene00019878,138,16,866,878,291,130,39,485,112,801,118,332,630,790,143,673,446,401
WBGene00019879,1,1,3,0,0,2,0,10,1,9,1,1,11,507,7,17,0,16
WBGene00019881,915,480,2244,2118,1704,1648,435,2599,1233,8619,608,870,837,1862,1120,2028,972,8408
WBGene00019882,7043,36,1503,4228,13748,1657,227,7860,565,5252,2141,2886,4308,3801,4759,2476,4747,3876
WBGene00019883,4201,2154,14559,9431,6778,6909,337,11893,2348,14259,2655,4560,3265,3632,3235,9576,6150,27641
WBGene00019884,1142,522,3171,6340,1615,949,60,3831,525,4637,748,2698,1843,2031,623,3873,3048,4079
WBGene00019885,83,5,42,3284,44,17,3,139,18,1083,98,4655,64,116,12,71,1075,89
WBGene00019886,0,1,27,3,0,0,4,13,4,79,47,3,40,192,6,49,0,11
WBGene00019887,3560,4,4,0,1103,268,2,3344,14,51,44,0,0,9,45,4,0,308
WBGene00019888,7552,840,16697,15728,8757,12651,547,18331,2206,105822,9026,9594,5023,8951,3413,6948,8604,21313
WBGene00019890,727,679,14750,16308,599,1577,125,4778,485,26198,8428,13395,13632,20709,276,16114,8808,3340
WBGene00019891,3,0,3,23,9,21,2,24,1,120,11,12,4,8,9,9,15,19
WBGene00019892,2737,524,2006,2131,6087,1959,1605,4627,6394,5121,949,1307,904,1485,2933,2685,1365,9114
WBGene00019893,16189,3183,22217,7221,17847,12667,2077,23981,8194,39124,13419,8535,10809,18653,7014,13138,11735,44749
WBGene00019894,195,274,1277,1055,217,269,29,346,172,637,108,387,318,432,91,1411,538,1284
WBGene00019895,7164,81,18615,5500,7541,2052,238,11390,2189,52732,9026,5429,21594,24683,2177,18307,5881,5550
WBGene00019896,216,3,64,328,93,32,1,258,5,1217,89,324,43,501,27,73,224,73
WBGene00019898,1635,599,2664,1789,2978,2001,1172,2952,2296,2450,676,1128,812,1578,1754,2524,1252,7971
WBGene00019899,416,11,89,160,462,31,46,351,70,780,67,100,72,101,80,107,111,170
WBGene00019900,27975,8901,93704,28220,21329,34447,1446,46662,20740,213549,54340,36401,62209,147103,4730,59129,36846,209323
WBGene00019901,225,2,16,38,136,18,4,190,10,51,853,94,275,389,25,40,18,39
WBGene00019902,3581,38,726,4480,4532,855,219,5942,819,11418,1055,4191,989,1547,1181,715,5003,2189
WBGene00019903,8,5,12,4,18,5,2,41,3,91,21,4,6,96,5,14,7,132
WBGene00019904,1558,7,181,1826,371,963,18,5768,53,24758,22246,1763,755,1216,32,308,2158,1142
WBGene00019905,341,768,2160,9,248,651,62,585,590,105,10,14,6,201,96,1169,6,6702
WBGene00019906,11423,11,62,166,5076,1526,6,11927,46,581,304,619,155,1230,316,93,40,3730
WBGene00019907,1338,414,757,772,2792,559,233,1867,1245,1899,348,500,336,311,931,769,675,3062
WBGene00019908,267,7,25,668,930,57,13,208,13,2203,1906,869,309,525,116,20,1170,264
WBGene00019909,698,7,33,2262,1365,213,80,542,41,622,82,3526,25,161,355,106,1340,379
WBGene00019911,3337,22,341,2613,2669,2596,98,5893,298,6443,687,3433,424,1883,640,380,2152,2977
WBGene00019912,16,17,137,17,39,164,17,61,42,271,14,10,1067,1993,29,483,5,194
WBGene00019913,33,10,123,47,64,150,13,200,155,260,21,15,344,1132,39,222,19,808
WBGene00019914,365,26,9853,2816,201,98,4,429,56,6606,3072,3149,3689,11323,34,13745,12498,148
WBGene00019915,381,82,116,268,370,248,31,615,183,888,208,171,47,111,151,100,120,1005
WBGene00019916,0,3,0,4,1,2,0,5,2,104,9,0,2,2,2,1,5,10
WBGene00019917,20,8,128,3,41,72,39,96,105,809,80,30,94,1105,38,68,32,576
WBGene00019918,759,157,499,224,1588,2303,3211,2634,7385,3970,83,136,42,123,2270,283,144,10570
WBGene00019919,0,2,1,0,0,3,8,33,6,167,11,1,45,87,12,9,1,52
WBGene00019920,18,8,195,0,16,62,11,72,31,119,6,1,83,808,23,584,0,217
WBGene00019921,372,5,30,7,1742,798,779,1687,2074,30,3,11,1,10,1607,7,7,2627
WBGene00019922,160,120,981,4,308,1748,1534,1858,9765,292,11,15,6,109,833,84,5,29965
WBGene00019923,251,38,191,3,421,815,1780,1811,4418,152,8,15,0,55,960,19,1,8684
WBGene00019924,414,66,310,306,810,847,327,1219,1212,951,146,285,160,311,470,212,249,4230
WBGene00019925,33,23,56,1,24,183,19,89,527,62,2,2,0,5,15,23,2,2710
WBGene00019926,145,6,14,2,272,69,18,212,129,41,0,1,0,10,154,4,1,850
WBGene00019927,1020,15,75,8,5249,1457,842,2455,2366,99,6,2,1,13,2872,7,1,4719
WBGene00019928,16,4,47,1,8,54,10,135,101,116,9,0,16,144,26,13,3,1206
WBGene00019929,47,8,43,3,59,60,86,142,278,31,2,4,75,5148,58,183,2,727
WBGene00019930,63,6,6,3,124,60,11,169,71,27,2,1,1,18,72,1,3,515
WBGene00019931,194,3,73,4470,336,63,4,227,71,650,66,4405,121,1888,63,52,2421,167
WBGene00019932,1178,2,825,1046,2645,172,8,1368,255,6933,891,1292,2924,6531,566,1381,2095,702
WBGene00019933,21,3,6,12,19,16,0,48,30,50,6,75,6,131,12,7,1,249
WBGene00019934,186,6,17,102,275,61,12,259,38,725,61,87,117,1385,44,52,168,537
WBGene00019935,6242,22,675,1001,3000,932,15,5872,50,5563,759,963,914,1050,334,634,748,1600
WBGene00019937,2233,536,954,2317,4798,1094,9502,3957,10032,4700,1806,3201,3137,12674,5855,3832,3017,4955
WBGene00019938,1717,1193,5198,1149,2113,2155,163,4713,1504,4078,776,791,654,875,1017,1328,794,17201
WBGene00019939,32,8,264,305,20,86,9,283,22,394,220,2135,442,1727,20,841,127,103
WBGene00019940,8540,7612,54655,16348,15405,19239,604,29914,7719,19837,7398,9265,10782,10156,8292,20269,10484,104348
WBGene00019941,3497,2841,12830,3810,3457,6230,932,6460,8496,11566,2495,3218,5129,9433,1048,11555,3414,45670
WBGene00019943,5978,827,5032,2028,7662,2944,401,9019,1990,3011,1366,1984,2117,4196,2413,4774,1355,14693
WBGene00019944,8488,15,380,8013,8267,1625,64,8806,163,13211,3917,6197,1238,2320,994,534,4191,3707
WBGene00019945,184,2,4,15,186,31,7,195,18,58,15,60,21,169,16,17,50,21
WBGene00019946,7171,1145,11794,8812,7989,6415,1835,14143,6230,116451,3687,7546,3903,7499,3573,6062,5893,26885
WBGene00019947,46964,11095,39000,4680,97304,44052,38082,53275,90888,32551,12022,3111,4274,9513,57944,23016,3616,265566
WBGene00019948,980,3,2,19,321,273,4,1537,15,255,84,7,8,24,34,6,10,813
WBGene00019949,45,5,136,5,7,4,4,65,5,17,5,2,219,944,9,392,12,13
WBGene00019950,0,5,78,4,1,0,6,5,5,102,10,7,36,525,9,245,0,37
WBGene00019951,108,5,92,16,69,26,2,178,11,27,3,4,74,845,32,198,0,69
WBGene00019952,330,29,136,103,570,535,416,1301,2393,659,24,63,22,374,326,25,47,11587
WBGene00019953,3963,2916,17418,4317,5675,7160,911,11924,5243,9364,3114,3094,3108,3400,3683,9189,3595,48335
WBGene00019954,3,0,1,9,5,5,0,11,1,113,6,4,1,5,0,1,1,6
WBGene00019955,2617,27,854,1979,2044,1190,47,3849,183,15584,1840,2164,1009,1799,311,744,1575,2367
WBGene00019956,126,15,194,7,501,807,1767,1435,7129,52,9,16,13,41,1125,17,24,9586
WBGene00019957,9940,80,15539,2985,3779,1898,20,18475,729,26011,12892,5472,21416,18709,326,13885,5451,5103
WBGene00019958,2313,11,2383,587,947,345,1,4084,191,4588,2492,860,3463,12736,93,3024,1052,3351
WBGene00019959,1690,551,1750,1984,2850,1440,934,4381,2088,4664,1370,1472,878,1416,1442,1322,1815,7998
WBGene00019960,7545,36,1025,1236,8243,4083,413,24348,2271,28788,3043,1366,967,3865,3647,644,1445,18816
WBGene00019961,588,3,67,41,599,66,7,884,57,1098,69,50,73,327,116,186,149,567
WBGene00019962,2703,498,2162,320,2349,1058,96,2623,992,842,499,197,919,1022,355,1383,389,7152
WBGene00019963,9259,25,670,653,4549,1499,298,16353,1303,4026,1720,637,1227,4685,971,6010,2391,5535
WBGene00019964,0,3,4,5447,0,0,3,13,1,1528,1,5002,4,253,1,1,2670,12
WBGene00019965,511,34,1287,1484,896,4372,149,6238,1621,12667,1014,1561,586,14916,990,1088,1410,35721
WBGene00019966,5,3,6,147,1,5,2,8,3,203,2,69,2,13,4,6,45,31
WBGene00019967,311,9,597,431,117,168,5,1438,52,12532,365,438,351,528,51,287,579,197
WBGene00019968,9,4,1426,680,138,72,1,158,46,2692,545,625,204,208,42,276,819,26
WBGene00019969,1,2,13,0,0,0,3,4,1,67,4,0,0,41,13,53,0,13
WBGene00019970,11,3,100,62,9,16,3,156,4,2814,13,51,19,506,9,20,50,95
WBGene00019971,8479,7262,47704,4510,12793,21595,652,24169,7136,29952,6683,3583,4055,6160,6103,12534,2947,105336
WBGene00019972,70,12,413,30,84,95,32,97,123,215,64,38,305,1630,49,740,51,254
WBGene00019973,203,15,208,22,225,75,3,189,25,657,158,44,342,1267,57,140,51,157
WBGene00019975,1671,7,73,4557,782,137,8,1312,30,6494,525,2874,207,865,59,97,2672,284
WBGene00019976,3,5,3,13,3,3,3,19,2,33,3,39,40,289,5,21,4,45
WBGene00019977,26,8,290,70,34,13,6,107,16,341,155,38,236,1430,30,468,51,315
WBGene00019978,81,21,7022,3292,56,72,17,306,81,4592,1186,1615,6948,7090,40,8906,485,134
WBGene00019979,948,4,1473,8219,207,197,7,1672,14,5640,515,3273,401,1739,22,421,2631,356
WBGene00019980,12,4,33,28,3,14,6,50,10,150,10,15,63,237,4,142,9,67
WBGene00019981,0,3,0,0,0,0,3,1,2,45,9,0,0,15,7,2,1,37
WBGene00019982,1,2,2,9,1,12,1,19,1,268,18,12,1,27,6,4,1,15
WBGene00019983,3646,1404,14731,4998,3020,8353,1046,7325,3536,8737,9049,3673,4736,9680,1702,8461,5209,25890
WBGene00019986,1124,12,570,1071,1100,188,53,1785,301,3739,594,780,1621,2198,295,1708,823,497
WBGene00019987,2336,539,2579,1124,3452,1981,438,4398,1874,8715,1280,1058,658,856,1638,991,1066,11137
WBGene00019988,3226,2,166,499,2796,685,21,3075,99,2114,344,729,225,930,330,301,521,614
WBGene00019989,861,2017,8628,8,808,1229,2509,3045,3951,214,11,22,42,487,1204,4520,9,14730
WBGene00019991,50,5,64,13,43,48,4,89,32,103,27,6,23,219,14,40,5,400
WBGene00019992,1,2,0,2,0,0,0,3,0,4,1,1,0,4,3,1,0,4
WBGene00019993,1689,701,2036,1787,2464,1028,420,3254,2617,7141,559,1362,479,1091,951,1394,1343,5455
WBGene00019994,21379,42,1497,1858,28227,12337,201,37686,1169,28624,7027,2091,3045,2640,7909,1116,1651,23709
WBGene00019995,21,4,10,154,21,133,1,208,4,6526,82,152,13,79,9,8,153,267
WBGene00019996,46,1,12,213,33,45,1,299,6,2123,78,170,12,95,12,9,134,256
WBGene00019997,23,31,917,263,21,75,9,101,31,734,203,161,491,2104,23,1023,126,402
WBGene00019998,532,4,580,4742,438,174,3,1060,30,4497,435,3575,1137,3626,46,745,3771,241
WBGene00019999,66,2,8,549,25,45,4,430,2,3505,149,480,73,121,5,37,446,63
WBGene00020003,139,11,282,618,297,102,7,378,19,307,76,460,368,2698,119,944,382,138
WBGene00020004,708,6,143,38,920,222,48,858,241,151,79,30,44,96,451,67,45,725
WBGene00020006,2704,271,609,537,5197,1080,232,6034,1297,1937,750,569,501,930,2399,501,495,5795
WBGene00020007,3925,20,6037,35141,3913,7018,245,8883,1826,21615,3432,15600,2545,9249,1805,3006,18046,8354
WBGene00020008,506,7,43,1463,328,233,6,811,28,20045,283,780,33,177,38,30,705,381
WBGene00020009,2884,7,412,796,1130,830,10,3583,81,2708,685,840,439,1274,99,417,367,2091
WBGene00020010,974,24,322,162,599,914,34,3352,186,3368,589,403,126,292,257,52,134,1482
WBGene00020011,1314,20,47,302,2743,611,2495,1770,2167,1851,149,439,56,335,2041,80,202,1011
WBGene00020012,15647,29,885,7018,8636,3547,30,22892,192,27525,4873,6653,3530,3847,946,1549,1708,6008
WBGene00020013,0,8,0,3,0,1,5,4,2,20,3,5,0,5,7,3,10,11
WBGene00020014,2,0,7,34,0,0,0,6,1,398,368,47,48,1043,3,16,53,1
WBGene00020015,107,2,129,353,32,7,4,307,5,1539,124,213,396,1602,16,257,341,139
WBGene00020016,5,3,129,1,0,1,5,9,1,87,21,19,21,153,5,41,7,17
WBGene00020017,2762,5,68,232,549,2367,9,14170,72,902,1335,823,554,4837,37,131,144,3453
WBGene00020018,775,48,146,640,1853,292,140,1336,511,1434,230,549,299,529,631,299,466,1827
WBGene00020019,125,8,61,199,174,162,14,140,66,343,47,53,26,240,77,204,106,174
WBGene00020020,26,4,68,91,63,97,56,63,132,3285,400,49,14,98,54,80,34,430
WBGene00020021,2,0,12,20,9,16,2,10,6,222,11,10,5,30,3,4,5,16
WBGene00020022,4449,68,8168,4390,3989,1709,59,7987,995,9625,7282,6571,16072,19121,765,18348,10434,3467
WBGene00020023,147,9,23,760,90,27,6,260,5,2158,204,506,89,456,18,49,513,199
WBGene00020024,0,2,0,1,0,0,0,3,0,81,6,1,0,1,2,1,0,10
WBGene00020025,4561,1320,2259,3382,8190,2656,162,5362,930,9719,1077,2273,1010,1197,1894,1513,1765,9142
WBGene00020026,2050,1025,2491,1590,5476,1733,1849,3730,3866,10626,881,1505,1009,2723,2356,2968,1555,8178
WBGene00020027,1400,1350,1940,2247,3582,1406,2502,3213,5609,9139,732,1826,1504,11956,2540,3372,1685,15941
WBGene00020028,864,109,1994,2453,1845,506,156,2490,596,3751,616,1518,1245,2966,794,1603,2129,3987
