,elongating embryo Ce,L1 larva Ce,dauer larva Ce,adult Ce,L2L3_larva
WBGene00016629,1717,805,453,115,1675
WBGene00016630,2250,117374,39088,16327,49053
WBGene00016631,4442,4567,2333,726,6407
WBGene00016632,1104,1924,1400,2382,920
WBGene00016633,838,535,253,3,118
WBGene00016634,13,1380,3875,29,692
WBGene00016635,1082,1006,3564,302,1234
WBGene00016636,0,15,171,37366,137
WBGene00016637,35,49,35,8,12
WBGene00016638,6,17,208,67349,210
WBGene00016639,35,105,143,87,85
WBGene00016641,21980,633,762,469,4175
WBGene00016642,3975,3445,1501,591,2115
WBGene00016643,3975,3755,1368,470,2017
WBGene00016644,28,788,157,1082,5094
WBGene00016645,53,3502,5,24,183
WBGene00016650,25821,28424,21599,8597,17661
WBGene00016652,1156,1028,3888,2302,2810
WBGene00016653,15494,13408,7859,8046,15978
WBGene00016654,1684,1613,2896,890,1928
WBGene00016655,4108,10879,6355,4542,19225
WBGene00016657,5326,2952,1461,203,1480
WBGene00016658,1,33,11,2745,95
WBGene00016659,42,321,54,100,5223
WBGene00016660,0,48,1,12,42
WBGene00016661,3079,8075,2602,614,2020
WBGene00016662,0,30,1,2,39
WBGene00016663,159,16431,4361,55,1400
WBGene00016664,621,178,29,72,1548
WBGene00016665,29,107,41,10,61
WBGene00016667,2,539,436,36,647
WBGene00016668,20,10,1,2,3
WBGene00016669,0,25,159,19,49
WBGene00016670,1,19,7753,16,40
WBGene00016671,1783,2540,492,98,829
WBGene00016673,0,2,1,1,7
WBGene00016674,1526,616,1086,622,710
WBGene00016675,5,0,0,7,49
WBGene00016676,5028,1425,1554,719,2831
WBGene00016677,210,7544,1202,318,1821
WBGene00016679,0,393,465,32,186
WBGene00016680,1,1,2,142,113
WBGene00016681,3,14,5,14,24
WBGene00016682,30,738,539,6,131
WBGene00016683,0,124,38,38,1134
WBGene00016684,215,6685,4521,43,651
WBGene00016685,4,370,152,1,4
WBGene00016686,0,1355,736,1,8
WBGene00016687,0,43,72,1,6
WBGene00016689,1,6,116,0,1
WBGene00016690,0,3,152,0,2
WBGene00016691,0,10,81,0,2
WBGene00016692,1,182,351,1,1
WBGene00016693,0,420,402,1,5
WBGene00016694,1,151,71,0,3
WBGene00016695,107,27,4,198,2
WBGene00016696,0,32,31,0,9
WBGene00016697,31,441,1258,19,33
WBGene00016698,28,61,70,95,62
WBGene00016699,208,88,148,8,56
WBGene00016700,1119,358,671,17,146
WBGene00016701,190,239,825,376,430
WBGene00016702,571,757,4987,1132,1516
WBGene00016703,390,260,429,11,134
WBGene00016704,5673,10621,998,931,2641
WBGene00016705,407,2258,1058,297,1079
WBGene00016706,3160,7506,1774,138,1070
WBGene00016707,0,3,1,146,128
WBGene00016708,0,1,0,0,6
WBGene00016709,0,1,0,1,5
WBGene00016710,3027,1893,605,560,1069
WBGene00016711,1335,194,26,0,28
WBGene00016712,5,13,3,86,9
WBGene00016714,465,799,460,99,1365
WBGene00016716,4872,51342,26182,882,4387
WBGene00016717,8,370,1263,101,1005
WBGene00016718,2,10,7,1,11
WBGene00016719,423,479,1599,78,523
WBGene00016720,0,12,20,0,8
WBGene00016721,965,2865,2704,329,5913
WBGene00016722,4488,18166,2233,2974,15689
WBGene00016724,17,360,11,1,36
WBGene00016725,7385,5378,581,1075,1432
WBGene00016727,1,369,20,0,25
WBGene00016728,400,1385,1588,274,1790
WBGene00016729,9,308,254,3,20
WBGene00016730,17,83,19,41,74
WBGene00016731,195,28,29,6,789
WBGene00016732,251,67,9,15,1204
WBGene00016733,582,53,99,71,2088
WBGene00016734,1220,11656,5836,29,595
WBGene00016735,29661,13088,6810,797,5290
WBGene00016736,53,30,12,0,1
WBGene00016738,49,4239,2069,21,342
WBGene00016739,6704,157242,20534,9636,24516
WBGene00016740,2543,1706,1837,567,1138
WBGene00016741,2401,4999,2322,1605,1139
WBGene00016742,16,1713,13,87,164
WBGene00016743,31,11,17,2,19
WBGene00016744,2863,902,495,4,209
WBGene00016745,2677,1272,316,309,149
WBGene00016746,15492,10472,3949,4255,15895
WBGene00016747,2,2067,291,15,166
WBGene00016748,12,3663,367,10,165
WBGene00016749,60583,32365,4252,1557,21443
WBGene00016750,2675,4407,8014,1558,2411
WBGene00016751,8853,7369,2266,246,2750
WBGene00016752,3,4,0,41,24
WBGene00016753,8,22,40,126,100
WBGene00016754,4274,1858,809,399,937
WBGene00016755,8,380,122,13,195
WBGene00016756,135,446,1581,315,1810
WBGene00016757,14,692,312,37,1834
WBGene00016758,6,2600,295,100,1447
WBGene00016759,429,2683,908,94,1338
WBGene00016760,2283,9835,2383,132,1444
WBGene00016761,2,699,271,3,119
WBGene00016762,332,1201,3915,66,401
WBGene00016763,156,3632,1880,201,2782
WBGene00016764,1113,545,600,423,575
WBGene00016765,7,80,27,276,255
WBGene00016766,152,789,393,16,168
WBGene00016767,90,43,238,36,49
WBGene00016768,500,4628,1975,129,1047
WBGene00016769,406,5901,533,477,7975
WBGene00016770,40,21,11,0,11
WBGene00016772,0,116,14,1,25
WBGene00016773,3,3,0,1,18
WBGene00016776,1,1,0,0,11
WBGene00016777,9,0,0,0,1
WBGene00016778,4,7,2,14,25
WBGene00016779,12,1,2,25,1
WBGene00016781,4,42608,561,2551,23056
WBGene00016782,5,1164,69,260,1387
WBGene00016783,4,2872,1292,110,98
WBGene00016785,9,278,8,10,28
WBGene00016786,133,296,9,15,881
WBGene00016788,38,1719,1218,120,256
WBGene00016789,21,22,7549,4,33
WBGene00016790,14909,4858,4049,1387,5075
WBGene00016791,1005,460,1021,133,289
WBGene00016792,4171,13269,2015,1576,1499
WBGene00016793,2947,2258,2029,872,2318
WBGene00016794,9976,17369,3446,2236,3598
WBGene00016795,11,2904,40,12,96
WBGene00016796,194,8603,589,992,598
WBGene00016797,7,913,1375,90,259
WBGene00016798,0,2,1,0,1
WBGene00016799,444,426,837,965,647
WBGene00016800,30,153,81,101,1386
WBGene00016801,32,1972,4061,51,652
WBGene00016803,12148,29921,12361,9494,5746
WBGene00016804,6,120,12,0,12
WBGene00016805,884,1516,65,15,2179
WBGene00016806,601,7558,759,33,791
WBGene00016807,9,24,17,114,120
WBGene00016808,6511,1344,2155,951,1809
WBGene00016809,1144,6089,897,76,408
WBGene00016810,5487,9816,4814,1615,3757
WBGene00016811,1590,2464,1250,1031,677
WBGene00016812,1001,1861,2387,700,1713
WBGene00016813,13,4,4,0,2
WBGene00016815,3,13,16,0,4
WBGene00016816,983,3289,1810,1482,1526
WBGene00016817,286,2437,1343,81,1810
WBGene00016818,28,54,8,1,6
WBGene00016820,47,152,7,0,20
WBGene00016821,2,56,34,0,2
WBGene00016822,79,11,12,413,6
WBGene00016823,85,5,3,1010,6
WBGene00016824,123,10,1,606,8
WBGene00016825,2,2,6,273,286
WBGene00016826,2,11,20,108,95
WBGene00016827,0,126,6,0,15
WBGene00016828,2,29,61,4,4
WBGene00016829,17,7,45,0,1
WBGene00016830,0,39,204,0,9
WBGene00016831,0,89,38,0,4
WBGene00016832,3,41,48,0,10
WBGene00016833,7,69,33,2,9
WBGene00016834,5,11,8,0,24
WBGene00016835,32,125,92,32,10
WBGene00016836,2879,6822,2739,2663,1614
WBGene00016837,7772,8343,5197,5000,6902
WBGene00016838,1205,14276,1283,256,910
WBGene00016839,6,15,4,113,169
WBGene00016840,177,1976,477,23,448
WBGene00016841,10533,3122,709,121,973
WBGene00016842,97,821,587,33,168
WBGene00016843,5,12,4,60,41
WBGene00016844,3477,3038,3359,2885,6192
WBGene00016845,0,20088,1528,888,2588
WBGene00016846,953,2185,1638,98,899
WBGene00016847,188,35,12,3,27
WBGene00016848,2065,6747,2480,253,3100
WBGene00016849,546,2117,13127,97,493
WBGene00016850,6,62,86,0,8
WBGene00016852,0,41,158,2,35
WBGene00016853,0,21,9,0,4
WBGene00016854,5,30,51,0,11
WBGene00016855,8,447,73,5,95
WBGene00016856,0,52,124,0,5
WBGene00016857,4,48,11,0,5
WBGene00016858,2,123,298,1,24
WBGene00016859,0,17,89,0,3
WBGene00016860,148,5384,713,210,1318
WBGene00016861,9,48,19,2,7
WBGene00016862,41,5667,1212,316,2010
WBGene00016863,238,416,1175,13,360
WBGene00016864,276,20,30,34,4
WBGene00016865,1755,3094,873,94,821
WBGene00016866,5144,43404,3778,556,726
WBGene00016867,8104,8610,3869,1521,4677
WBGene00016868,9779,14017,3987,1733,2704
WBGene00016869,3,199,61,1,81
WBGene00016870,2,143,167,6,31
WBGene00016871,6924,14368,2322,316,2317
WBGene00016872,34,2812,902,104,145
WBGene00016873,1,8,1,0,2
WBGene00016874,437,631,223,180,671
WBGene00016877,3397,79,6664,346,6539
WBGene00016879,3838,15017,3453,666,4154
WBGene00016880,65,7,4,81,5
WBGene00016881,0,3,2652,1,1
WBGene00016882,13,11,0,1,1
WBGene00016883,1004,9641,1076,69,456
WBGene00016884,1116,465,843,51,351
WBGene00016885,12,3,0,79,10
WBGene00016886,54,12,1,57,1
WBGene00016888,6379,12874,4458,4062,7596
WBGene00016889,13135,44937,11082,4231,7023
WBGene00016890,100,282,320,147,346
WBGene00016891,14,51,15,20,7
WBGene00016892,9141,602,2872,255,2706
WBGene00016893,0,77,12,1127,88
WBGene00016894,83,99007,14668,1616,3488
WBGene00016895,0,6,2,2,2
WBGene00016896,5,36,100,133,31
WBGene00016898,23,35316,15690,1378,15297
WBGene00016899,107,51,2,6,3
WBGene00016900,78,3493,2072,185,1118
WBGene00016901,5,92,158,9,17
WBGene00016902,3333,9641,1856,1150,1693
WBGene00016903,2433,9326,1192,60,293
WBGene00016905,1644,2809,685,452,653
WBGene00016906,2306,1441,557,703,2964
WBGene00016907,7564,42935,20580,4798,10875
WBGene00016909,23,1401,766,27,235
WBGene00016910,0,101,3,0,7
WBGene00016911,15,3193,2463,51,698
WBGene00016912,60,429,67,74,770
WBGene00016913,82080,15348,5149,5663,25065
WBGene00016914,903,453,980,45,470
WBGene00016915,19,631,92,19,271
WBGene00016916,66,17306,6195,25,874
WBGene00016917,41,421,125,8,35
WBGene00016918,14043,23143,1225,3914,11714
WBGene00016919,438,2386,257,43,411
WBGene00016920,1089,862,426,298,1230
WBGene00016921,99,305,12,2,187
WBGene00016922,299,49,92,0,7
WBGene00016923,15,297,7947,26,63
WBGene00016924,0,152,3711,3,122
WBGene00016925,3,99,89,4,34
WBGene00016926,149,184,23,5,36
WBGene00016927,940,59,75,1,87
WBGene00016928,9,122,66,1,52
WBGene00016929,17,34,1570,4,36
WBGene00016930,131,101,742,368,267
WBGene00016931,208,696,134,12,80
WBGene00016932,25,1934,258,6,228
WBGene00016933,49,300,75,1,43
WBGene00016934,3091,11009,5461,949,7638
WBGene00016935,3315,4846,1509,68,483
WBGene00016937,7890,6693,2010,617,1483
WBGene00016938,14,1056,190,3,82
WBGene00016939,520,932,981,567,669
WBGene00016940,17,7,4,0,5
WBGene00016941,0,8,9,0,15
WBGene00016942,80,65,1,308,1160
WBGene00016943,3227,10049,34,18528,51954
WBGene00016944,2404,1862,2610,1652,1568
WBGene00016945,47,4169,647,21,349
WBGene00016946,1,41,7,104,95
WBGene00016947,411,782,1447,1047,933
WBGene00016948,74,87,0,8,8
WBGene00016949,4,2,0,8,16
WBGene00016950,0,5,0,6,21
WBGene00016951,429,353,168,39,467
WBGene00016953,50,27,126,287,368
WBGene00016954,9,19,4,177,42
WBGene00016955,9284,11578,4021,2864,3953
WBGene00016956,1,26,32,43,32
WBGene00016957,424,9074,13894,2293,7503
WBGene00016958,956,3832,2056,91,986
WBGene00016960,1585,2266,2202,1653,1656
WBGene00016961,22177,42214,12158,3219,8983
WBGene00016962,940,258,35,8,796
WBGene00016963,8,27,10,153,90
WBGene00016964,3448,2533,3063,1527,2352
WBGene00016965,830,948,1187,628,687
WBGene00016966,5103,4614,2087,931,1130
WBGene00016968,6210,13662,4655,1811,4665
WBGene00016970,14022,4570,2977,615,2103
WBGene00016971,4217,1146,1898,2307,1667
WBGene00016972,170,133,17,5,41
WBGene00016973,680,59,49,7,479
WBGene00016974,7519,2153,686,91,1327
WBGene00016975,1407,2112,707,91,882
WBGene00016976,56,1189,360,26,124
WBGene00016977,40015,178780,72166,13180,33816
WBGene00016978,1425,2598,1213,469,1158
WBGene00016979,7081,3787,650,96,804
WBGene00016980,429,89,8,704,965
WBGene00016981,8988,19081,8840,7684,10953
WBGene00016982,87,1469,644,30,227
WBGene00016983,981,1188,209,315,371
WBGene00016984,157,2770,914,60,509
WBGene00016985,31,168,7,14,41
WBGene00016987,1602,6574,10324,989,3419
WBGene00016988,259,2657,1722,46,735
WBGene00016989,2973,2913,2079,678,1634
WBGene00016990,5234,10146,2545,1236,2229
WBGene00016992,846,842,829,480,379
WBGene00016993,404,534,1859,612,731
WBGene00016995,7452,25621,9052,8886,19723
WBGene00016996,8110,1480,1296,93,1788
WBGene00016997,1036,39947,2646,495,3312
WBGene00016998,77,362,23,64,423
WBGene00016999,2,62,27,6,3
WBGene00017000,4,135,105,1,43
WBGene00017001,68,1421,136,29,159
WBGene00017002,1617,337,1129,316,458
WBGene00017003,5671,2113,2899,1623,4108
WBGene00017004,17057,19586,5750,4895,5782
WBGene00017005,597,252,568,394,445
WBGene00017006,0,46,13,0,9
WBGene00017007,830,740,1293,540,677
WBGene00017009,49,903,191,3,231
WBGene00017010,3995,5264,2885,541,2016
WBGene00017011,5129,2302,2275,2304,2495
WBGene00017012,5796,27493,6417,2452,7768
WBGene00017013,3694,8384,820,36,684
WBGene00017014,881,145,65,1,21
WBGene00017015,209,1367,471,163,110
WBGene00017016,11528,19633,7147,2032,6361
WBGene00017017,1703,1248,1829,410,794
WBGene00017018,3283,32,223,15,3874
WBGene00017019,0,13,5,2,207
WBGene00017020,2,207,92,0,289
WBGene00017021,0,70,15,7,12
WBGene00017022,11,353,26,30,91
WBGene00017023,3700,7201,1085,509,3349
WBGene00017024,13,64,6,1,8
WBGene00017025,2457,8381,3613,1807,1810
WBGene00017026,22,27,18,128,171
WBGene00017027,389,1086,996,43,440
WBGene00017028,37232,2869,942,233,3987
WBGene00017029,0,38,0,0,3
WBGene00017030,1,12,0,0,0
WBGene00017031,3176,11105,4309,6306,2898
WBGene00017032,13,9274,220,50,198
WBGene00017033,36,2381,660,18,271
WBGene00017034,11,1034,122,4,29
WBGene00017036,584,766,22,5,169
WBGene00017037,3141,2504,1837,904,1845
WBGene00017038,33,2679,841,63,131
WBGene00017039,9,12754,3512,39,772
WBGene00017040,43,1695,465,13,160
WBGene00017041,384,1578,199,198,590
WBGene00017042,185,1643,1621,56,359
WBGene00017044,2402,1679,1991,716,1735
WBGene00017045,7793,12151,7789,1185,1998
WBGene00017046,10836,8193,1422,1995,2057
WBGene00017048,1361,1409,620,53,458
WBGene00017050,13,109,12,9,46
WBGene00017051,43,399,766,90,177
WBGene00017052,285,102,22,3,635
WBGene00017053,5297,4894,3183,1190,1426
WBGene00017054,931,3924,4614,70,338
WBGene00017055,2,17,3,19,23
WBGene00017056,32,1,1,26,74
WBGene00017057,15,1,0,11,40
WBGene00017058,2,3,0,77,60
WBGene00017059,0,7,16,51,50
WBGene00017060,634,1264,40,22,162
WBGene00017061,25,128,13,11,27
WBGene00017062,3376,10903,3902,1523,5397
WBGene00017063,35,1782,1638,276,1257
WBGene00017064,8080,3680,3066,1907,1952
WBGene00017065,5794,11779,1361,1135,8636
WBGene00017066,16200,17717,11795,6591,5544
WBGene00017068,70,22,26,4,392
WBGene00017069,192,296,918,1087,1298
WBGene00017070,14446,9311,7712,2379,10330
WBGene00017071,75,15882,1789,4455,14879
WBGene00017072,97,115,48,4,12
WBGene00017073,385,651,33,38,1266
WBGene00017074,1379,4217,5304,552,936
WBGene00017075,21106,162579,193447,23306,58921
WBGene00017076,179,2012,800,37,452
WBGene00017077,160,173,419,95,293
WBGene00017078,213,258,451,94,152
WBGene00017079,1020,2330,2355,1291,1380
WBGene00017080,2569,8624,3177,1121,2874
WBGene00017082,1074,1538,272,79,1182
WBGene00017083,1189,184,17,171,62
WBGene00017084,3073,3049,1844,1982,3299
WBGene00017085,12097,7606,4843,8027,8413
WBGene00017087,736,981,619,377,443
WBGene00017088,21415,32477,9425,4785,9011
WBGene00017089,556,690,269,151,568
WBGene00017090,31,12,0,3,3
WBGene00017091,7,772,593,51,466
WBGene00017092,2,195,6,13,355
WBGene00017093,4,109,12,109,449
WBGene00017094,0,8,0,0,4
WBGene00017095,10,55,13,0,20
WBGene00017096,21,3,1,0,4
WBGene00017097,98,14,3,0,6
WBGene00017098,9857,5349,3399,4048,5354
WBGene00017099,1,25,5,11,17
WBGene00017100,10,379,129,27,161
WBGene00017101,162,406,472,494,1558
WBGene00017102,57,209,19,74,287
WBGene00017103,149,357,35,257,823
WBGene00017104,1157,2376,784,4,175
WBGene00017105,51,6,5,325,3
WBGene00017106,0,26,16,11,23
WBGene00017107,1,92,6,1,5
WBGene00017108,131,2015,662,342,1615
WBGene00017110,0,1,3,3,3
WBGene00017111,0,6,7,1,6
WBGene00017112,1,33,38,476,288
WBGene00017113,15,216,72,2,14
WBGene00017114,1,3,105,135,92
WBGene00017116,1414,45,18,27,8
WBGene00017117,1281,47,1064,10,15
WBGene00017119,6453,7997,5310,2245,8238
WBGene00017120,2781,3849,264,24,92
WBGene00017121,42796,107487,56513,22820,93373
WBGene00017122,92,840,105,6,51
WBGene00017123,12066,6413,3668,1214,6647
WBGene00017124,282,1642,1003,112,1297
WBGene00017125,10521,7158,7140,6204,8254
WBGene00017126,104,4423,679,290,2938
WBGene00017127,79,1262,5949,480,1542
WBGene00017128,512,13509,36805,544,3183
WBGene00017129,601,1531,335,16,168
WBGene00017130,21,40,7,0,9
WBGene00017131,0,108,10,211,701
WBGene00017132,1902,1417,2601,3413,1780
WBGene00017133,25453,586,1762,72,135
WBGene00017134,1898,116,365,1943,94
WBGene00017135,201,11,4,329,5
WBGene00017136,2,807,377,6,134
WBGene00017137,6831,8674,4457,1942,2675
WBGene00017138,14054,14346,8142,2568,7088
WBGene00017139,7,31,7,32,4
WBGene00017140,133,20,10,188,22
WBGene00017141,59,100,87,59,39
WBGene00017142,932,261,1945,416,281
WBGene00017143,22648,52,49,315,27
WBGene00017144,2770,3023,4578,1605,2433
WBGene00017146,1,120,200,8,35
WBGene00017147,3133,2122,625,248,717
WBGene00017148,4,44,16,2,2
WBGene00017149,25,21168,368,10,1538
WBGene00017150,60,821,552,5,135
WBGene00017151,2852,474,474,64,342
WBGene00017153,203,559,324,215,207
WBGene00017154,16508,500,113,10,4536
WBGene00017156,478,846,180,2,77
WBGene00017157,151,4035,1241,24,286
WBGene00017158,6538,9175,5807,1413,2150
WBGene00017159,2815,3145,1817,868,2140
WBGene00017160,108,3062,4244,297,572
WBGene00017161,1273,3817,1604,1841,2368
WBGene00017162,6602,5708,10524,3767,5355
WBGene00017163,5123,13868,7401,5567,23644
WBGene00017164,1091,2913,1580,382,894
WBGene00017165,3179,2328,3414,1543,1192
WBGene00017166,17351,447206,138145,44074,87079
WBGene00017168,15,42,1828,7,16
WBGene00017169,6178,1003,966,453,1902
WBGene00017170,2,116,22,0,29
WBGene00017172,1,1,1,11,107
WBGene00017173,0,63,428,0,9
WBGene00017174,7,1843,281,15,109
WBGene00017175,0,5,2,157,345
WBGene00017176,481,1954,311,23,304
WBGene00017177,514,42,10,2441,43
WBGene00017178,3854,2978,1766,605,948
WBGene00017179,1,55,3,568,287
WBGene00017180,58,1394,3343,39,505
WBGene00017181,113,48,3,16,16
WBGene00017182,0,19,0,7,1
WBGene00017183,0,26,0,23,2
WBGene00017184,39290,38158,3396,399,6048
WBGene00017189,8,165,177,0,2
WBGene00017190,242,277,189,4,51
WBGene00017192,0,22,364,0,2
WBGene00017193,3610,13417,1550,93,1704
WBGene00017194,88,344,60,11,232
WBGene00017195,4164,23539,12764,1617,4313
WBGene00017197,1317,2686,534,343,979
WBGene00017198,189,2253,1589,68,268
WBGene00017199,0,11,0,0,15
WBGene00017200,0,535,40,3,339
WBGene00017201,0,5983,142,846,3662
WBGene00017203,0,3,0,0,1
WBGene00017204,93,58,0,0,36
WBGene00017205,33,51,1,27,63
WBGene00017207,11,4,0,19,7
WBGene00017208,767,19,3,55,4
WBGene00017209,7,0,0,0,3
WBGene00017210,3647,12121,9495,822,2538
WBGene00017211,62,14,5,91,44
WBGene00017212,2,3,4,4,101
WBGene00017213,3,7,2,71,145
WBGene00017214,9,227,75,5,38
WBGene00017215,2,16,3,306,434
WBGene00017216,428,99,212,7,94
WBGene00017217,19877,10684,4812,4247,9974
WBGene00017218,0,56,149,13,939
WBGene00017219,216,129,528,83,230
WBGene00017220,7350,8411,6983,1269,2675
WBGene00017221,2,2,0,5,4
WBGene00017222,3,2,1,1,7
WBGene00017223,0,8,4,1,9
WBGene00017224,9,8,4,0,2
WBGene00017225,509,83,262,6,208
WBGene00017226,67,838,503,18,113
WBGene00017227,189,3,0,4,0
WBGene00017228,0,91,190,0,17
WBGene00017229,25,7,3,0,3
WBGene00017230,9,17,54,0,10
WBGene00017231,8,16,211,2,43
WBGene00017233,2,7259,750,14,116
WBGene00017235,958,244,775,156,265
WBGene00017236,380,134,128,3,58
WBGene00017237,3522,11179,3756,1708,2072
WBGene00017238,8108,5535,2344,2714,3233
WBGene00017239,1672,358,490,179,467
WBGene00017240,5861,2605,1197,166,975
WBGene00017241,7326,5816,2190,1518,6151
WBGene00017243,1263,866,1841,42,255
WBGene00017244,2148,7367,2411,1317,10117
WBGene00017245,7068,9067,2701,2950,7073
WBGene00017246,19,1418,14,62,651
WBGene00017247,9,2602,21,185,819
WBGene00017248,39,58,1,13,1
WBGene00017249,89,65,8,57,13
WBGene00017250,16,1931,829,118,439
WBGene00017251,145,4,2,56,6
WBGene00017252,360,7,1,60,4
WBGene00017253,168,14,1,285,5
WBGene00017254,163,34,1,39,5
WBGene00017255,29,593,200,8,71
WBGene00017257,1877,2584,3828,138,747
WBGene00017258,6,14,181,146,34
WBGene00017259,13,4,8,13,21
WBGene00017260,130,1050,424,16,261
WBGene00017261,2504,2277,3578,2796,3729
WBGene00017262,281,4473,314,839,4543
WBGene00017263,751,550,30,1559,29
WBGene00017264,9,48,123,11,202
WBGene00017265,62,188,1309,144,428
WBGene00017266,379,305,278,11,158
WBGene00017268,4244,5882,3636,1609,3658
WBGene00017269,1127,409,1095,898,601
WBGene00017271,94,138,135,109,161
WBGene00017272,1973,11763,7051,750,2473
WBGene00017273,4608,4605,2423,926,2660
WBGene00017274,9214,11674,12285,3184,5127
