GeneName, elongating_embryo_collapse, L1_larva _collapse, L2 larva  collapse, dauer_larva _collapse,L3_larva _collapse,adult _collapse
cwp-2,7,43,4,23,5,2
cwp-3,4,38,2,26,0,0
cwp-4,8,3892,367,21,116,19
cya-1,18480,2980,1551,1946,1285,3279
cya-2,48,46,10,58,26,41
cyb-1,18040,1660,817,2670,3267,20855
cyb-2.1,620,573,36,482,237,5290
cyb-2.2,1179,444,66,585,327,6999
cyb-3,42553,5988,4120,2804,3074,59242
cyc-1,13937,45833,13975,17310,20394,12557
cyd-1,7370,12319,1801,733,884,623
cye-1,2131,1137,627,2584,1058,3537
cyk-1,9362,17556,969,14119,2032,2922
cyk-3,9534,13172,3041,9005,4860,4514
cyk-4,12002,5788,1849,2126,3725,13813
cyl-1,7565,16788,1763,8767,2557,3589
cyn-1,6856,7069,3552,6399,6938,2378
cyn-2,32,164,19,147,792,651
cyn-3,24037,23372,13351,15350,10429,6655
cyn-4,5305,2484,856,4952,1584,1217
cyn-5,44349,27240,14189,16217,22095,10603
cyn-6,20631,1798,3002,3602,13875,622
cyn-7,21297,71933,29724,80557,35459,38056
cyn-8,4550,4871,888,1550,966,1617
NA,293,155,82,1758,540,662
cyn-10,2316,757,244,997,446,1050
cyn-11,3629,1075,444,1310,698,917
cyn-12,3827,1324,689,1540,993,1141
cyn-13,4640,5235,869,2730,1545,1929
sig-7,4227,2584,773,3481,1432,1606
cyn-15,3326,2116,1068,2223,1905,1235
cyn-16,1896,2395,583,1549,781,890
cyn-17,2715,216,2527,156,920,7
dab-1,19064,86577,8967,35139,6338,13300
dac-1,466,1473,141,514,179,25
dad-1,13942,7306,3056,3807,7140,4052
daf-1,4000,26800,1784,3136,1242,2267
daf-2,9270,223700,7595,18158,3989,10418
daf-3,10027,40011,2137,4434,1526,1266
daf-4,6228,47415,2428,8168,1910,1876
daf-5,9463,188081,4538,8293,1935,2405
daf-6,2526,725,1570,218,1356,31
daf-7,1022,25024,1819,7108,684,133
daf-8,4068,4455,667,1494,326,165
daf-9,14,1173,391,407,557,61
daf-10,3647,966,184,769,107,21
daf-11,1119,1058,271,1505,118,8
daf-12,2248,41042,9133,53227,3577,843
daf-14,2887,6819,1156,3851,741,186
daf-15,19947,46591,6250,17086,7146,8203
daf-16,28257,289822,8290,57866,7865,5766
daf-18,4936,7593,1009,4179,1840,16604
daf-19,14795,34646,1616,5349,1231,1228
hsp-90,47133,760656,81714,746096,134812,140144
daf-25,2842,2173,504,1397,1001,739
daf-28,3,2915,1051,135,360,59
daf-31,8275,6279,1730,2696,3447,1894
dao-2,194555,163,23847,599,36116,158
dao-3,11957,6913,2076,9978,1846,1166
dao-4,23,9,12,5,173,12
dao-5,28341,85057,7802,32864,9885,7986
dao-6,299,10064,136,20300,88,2
dap-3,4860,4622,1417,3121,3105,1118
dat-1,26,14183,511,1491,263,34
daz-1,1171,2201,1254,4245,3386,11057
NA,414,14361,636,2684,745,190
NA,2679,2693,589,2251,879,770
dcp-66,43741,67680,10708,21807,6428,5262
dcr-1,10592,7985,3469,9815,6451,6235
dcs-1,1740,4323,778,1387,1467,856
ddp-1,4699,9254,3054,2236,4302,2205
deb-1,74546,206630,33157,11522,23106,5960
deg-1,1127,2821,312,2291,427,78
deg-3,51,4575,528,3231,477,56
del-1,216,1083,156,184,161,23
del-2,3160,644,148,519,83,10
des-2,86,7407,1062,4827,785,112
dgk-1,6924,21106,1592,5687,888,228
dgk-2,10000,14897,2492,7914,3142,1078
dgk-3,125,2713,140,515,61,12
dgn-1,36001,29602,7727,2835,4632,1784
dhc-1,26718,52585,21954,33671,31501,31739
dhp-1,2564,8836,1256,6944,2274,383
dhp-2,4613,10267,1185,2913,2182,481
dhs-1,1480,7699,1214,3886,1316,1626
dhs-2,648,3723,351,192,567,240
dhs-3,2088,8868,3071,6176,5980,1478
dhs-4,1454,528,299,419,965,83
dhs-5,9376,7898,3320,947,2185,168
dhs-6,10450,6164,1803,5375,3217,1900
dhs-7,0,381,93,445,779,83
dhs-8,3869,169,110,43,114,11
dhs-9,4541,5998,1190,3879,1347,618
NA,72,73,38,554,245,502
dhs-12,532,11538,935,3694,2001,2010
dhs-13,3165,72679,2294,8170,2330,4385
dhs-14,4,2576,384,265,886,341
dhs-15,8,2462,66,1297,75,16
dhs-16,3381,415,468,63,323,11
dhs-17,543,5582,215,4162,194,345
dhs-18,1787,18868,1065,557,1851,585
dhs-19,1890,3022,548,5865,1874,523
dhs-20,234,7087,639,195,1168,310
dhs-21,6217,3541,1220,3445,3202,553
dhs-22,5655,18662,3676,7118,3389,3494
dhs-23,13,358,165,54,129,16
dhs-24,1857,1835,986,2376,1098,801
dhs-25,3288,6133,2297,2119,5810,1965
dhs-26,5,396,15,108,13,283
NA,15620,891,1302,138,2018,271
dhs-28,17641,11283,9462,5333,16453,4814
dhs-29,11815,1477,1694,4274,2854,136
dhs-30,940,5563,902,1347,1211,1031
dic-1,4243,2456,835,3405,1844,2093
NA,29827,33836,3529,3426,2842,5043
NA,9714,5670,2602,3260,4220,2775
dig-1,23735,174704,25044,17954,10904,5384
dim-1,35211,72621,27500,4328,40072,8603
dis-3,7459,5688,2001,6807,4098,3314
div-1,3576,2837,803,2405,1251,2721
dlc-1,42169,20173,19279,9508,15371,10805
dlg-1,140223,96919,10015,7347,8122,2201
dli-1,7831,10564,2637,5357,3708,2741
dlk-1,5289,57759,5373,9744,4484,1616
dna-2,1630,1494,640,2433,1471,3440
dnc-1,13342,13041,3277,9326,5510,4319
dnc-2,7261,2921,1192,2761,2471,1540
dnj-1,9704,10882,1650,5553,3488,2065
dnj-2,6612,1023,1819,1628,2179,939
dnj-3,568,129,91,801,244,77
dnj-4,936,538,157,1393,371,337
dnj-5,28677,87772,3510,12685,6974,16985
dnj-7,13152,11828,4258,3832,6998,1504
dnj-8,15129,19086,2087,5942,3104,2844
dnj-9,3600,3843,2011,3491,3558,2077
dnj-10,3502,8369,1145,3288,2706,1073
dnj-11,9123,3324,2446,5465,6098,5500
dnj-12,14923,47074,6872,50705,12182,9384
dnj-13,10664,126049,14619,15984,9758,5535
dnj-14,4656,11864,1312,2650,1647,842
dnj-15,1984,1297,369,1711,617,389
dnj-16,5799,3728,928,3630,2200,1375
dnj-17,3102,2328,669,2301,1539,1274
dnj-18,1356,774,767,1496,744,698
dnj-19,16921,42830,7931,29821,12309,8770
dnj-20,48204,72418,11448,23078,12698,3390
dnj-21,2241,1016,425,1283,783,190
dnj-22,2825,821,278,2648,971,830
dnj-23,3665,2560,552,1900,1193,2313
dnj-24,8010,4841,5503,3670,2751,297
dnj-25,5864,11675,3289,4090,2879,3137
dnj-26,168,93,67,1239,184,253
dnj-27,15566,3231,2790,708,3783,1130
dnj-28,250,385,191,467,882,1106
dnj-29,20848,26789,8385,6370,10427,6091
dnj-30,4205,2526,524,1906,955,677
dog-1,2999,1733,1246,3577,1617,2307
dom-3,1483,978,271,1516,469,531
cks-1,12648,4353,3299,3003,1743,3481
dop-1,77,8460,407,2887,259,39
dop-2,41,4084,596,2918,317,108
dpf-1,256,6400,735,2478,628,138
dpf-2,900,4046,645,2015,2084,1305
dpf-3,9776,14503,4516,10136,7903,9321
dpf-4,3730,4306,1944,6279,3810,2019
dpf-5,1827,10782,2839,6719,5770,8621
dpf-6,760,7310,3734,11606,2469,169
dpf-7,3651,2928,646,1898,1230,1619
dpl-1,4999,5115,958,2938,1406,3835
dpr-1,5,36,6,24,1,0
dpy-1,5997,806,3216,1509,951,20
NA,48363,177,12760,148,10463,56
dpy-3,29173,82,10407,135,8700,36
dpy-4,36,85,39289,404,15502,563
dpy-5,327,567,29476,148,14701,414
dpy-6,12,3046,10735,204,12950,179
dpy-7,43152,79,11468,117,9013,23
dpy-8,59,123,18360,265,16577,81
dpy-9,144,56,6827,124,10811,73
NA,89079,477,9714,251,14033,139
dpy-11,48553,19590,12197,7408,20281,4400
NA,56,48,38795,213,13729,524
dpy-14,285905,1613,30,37,25,232
dpy-17,270384,1396,91,75,131,260
dpy-18,24918,6892,9057,2515,14222,1475
dpy-19,4746,2414,618,1353,1261,237
dpy-20,21,49,1426,65,878,4
dpy-21,26189,110031,6274,10361,3197,7090
dpy-22,25626,54860,8542,17799,6251,5150
dpy-23,16920,22268,6471,3615,4039,2278
dpy-26,15090,10201,3239,7580,4594,6299
dpy-27,26498,27387,5695,7630,4411,3414
dpy-28,10380,27752,4464,4130,2806,6340
dpy-30,18679,18169,2610,4258,4288,4526
dre-1,31862,19250,11650,10815,10881,1292
drh-1,1650,1590,1226,4667,2536,1940
dro-1,301,45,79,326,42,88
drp-1,5871,9625,3309,8808,4544,5931
dars-1,11849,24632,10201,14617,19004,12090
dars-2,1421,1744,560,2470,1359,726
dsc-1,348,860,33,98,31,11
dsc-4,7649,22008,8026,4356,16489,2778
dsh-1,16769,48812,3268,7480,2336,1036
dsh-2,4930,2184,655,469,1134,5233
dsl-1,23,54,3,25,2,172
dsl-2,180,61,7,6,2,1206
dsl-3,8478,65,11,19,30,56
dsl-4,11,164,7,8,6,0
dsl-5,2,88,36,81,29,1
dsl-6,25789,64,8,3,0,3
dsl-7,2032,577,71,1053,63,4
duo-1,459,571,215,1796,726,1283
duo-3,2515,2834,1033,3766,1764,2235
dur-1,111,24953,8609,35956,6431,515
dyb-1,6182,7180,677,899,473,183
dyc-1,2990,34143,2706,3093,1453,243
dyf-1,3400,3537,301,1429,129,33
dyf-2,3422,5631,398,1789,231,106
dyf-3,741,1142,81,404,153,183
dyf-5,4658,1073,153,1362,100,15
dyf-6,1178,4174,348,1304,135,26
dyf-7,25819,1013,128,60,200,50
dyf-11,1050,1150,81,476,59,15
dyf-13,924,1531,71,447,45,7
dyn-1,14660,153967,8791,9890,5511,6224
dys-1,48972,88262,8244,13973,8778,2807
alp-1,15694,52242,8308,4813,20387,3522
eat-2,102,2103,55,94,51,8
eat-3,7640,8979,3240,7079,4846,4055
eat-4,21,7645,811,1793,368,55
eat-5,265,316,59,71,164,17
eat-6,68144,1231361,58849,176458,108463,60735
eat-16,13006,45077,5643,7468,3067,708
eat-18,182,280,44,51,38,7
eat-20,11985,17471,8233,4157,3770,3493
bcat-1,1651,225028,16159,8216,12762,6319
ech-1.1,1994,150,69,79,547,138
ech-2,2072,2716,694,2095,1479,702
ech-3,1073,2218,255,1659,541,208
ech-4,7608,9442,2264,3259,4451,2435
ech-5,641,1391,864,679,1137,834
ech-6,8915,18743,8190,4908,27255,10831
ech-7,78,2827,1080,552,2245,949
ech-8,2310,1604,429,1601,1210,252
ech-9,2,390,33,42,372,32
eff-1,5351,6296,1888,1382,2180,83
efk-1,5588,43408,2778,25908,3963,4179
efl-1,2974,2210,468,1273,590,1603
efl-2,1150,6066,366,854,164,431
efn-2,25998,5855,1995,1432,1832,103
efn-3,0,4,2,3,6,103
efn-4,7218,1664,301,363,271,400
eftu-2,13550,17581,7970,11933,12105,12921
eef-2,163193,943381,196157,838546,307431,251174
eef-1A.1,285078,1634892,382933,1303599,720296,879089
eef-1A.2,258696,692245,132994,199300,153546,29874
egl-1,2297,410,19,31,18,20
egl-2,871,12422,577,1371,437,87
egl-3,1874,840240,23923,179907,9485,3106
egl-4,15267,235733,11967,41699,11524,11713
egl-5,2437,2008,227,616,120,24
egl-6,297,975,59,721,78,280
egl-8,9549,161027,6329,21033,6400,2605
egl-9,4378,29012,3351,11989,2806,1077
egl-10,5746,18596,1629,5160,1156,535
egl-13,6930,33114,3039,3088,2541,306
egl-15,7290,16858,2141,5052,2241,481
egl-17,419,485,116,80,82,6
egl-18,25616,22018,2632,1669,717,2486
egl-19,23004,50561,7386,10537,4100,952
egl-20,1900,10588,1149,1033,721,72
egl-21,1030,291315,16656,97944,9231,2714
egl-23,100,5428,549,2277,815,204
egl-26,10195,10030,339,943,482,525
egl-27,38704,116340,7767,23509,6981,13420
egl-30,85953,315140,29577,19839,14954,5502
egl-36,19,3063,170,1234,209,84
egl-38,4048,1951,361,375,119,13
egl-43,9717,18239,883,2595,322,104
egl-44,19736,37879,6836,8336,3647,635
egl-45,21097,33998,17828,25348,23051,20196
egl-46,54720,5948,579,773,129,25
egl-47,21,3808,404,1207,122,13
ego-1,858,804,501,5013,3144,4182
ego-2,7854,26800,5016,9969,3921,4275
ehn-3,1032,54,4,9,0,0
ehs-1,8146,29928,2458,4670,2747,3924
eif-3.B,11868,42163,7148,38566,11097,8917
eif-3.C,17991,19222,15503,15685,29256,16384
eif-3.D,10841,26066,8089,12514,13917,9227
eif-3.E,5529,16363,3599,6505,5254,4089
eif-3.F,15527,21279,4740,23765,9439,5111
eif-3.G,8083,12856,4300,13972,6189,4919
eif-3.H,6521,7624,3385,3840,6728,3903
eif-3.I,4499,12112,3677,8981,4013,4262
eif-3.K,9418,17272,6887,4801,5770,2794
eif-6,5313,7371,1875,4463,3412,3785
elb-1,2879,2777,782,1215,906,1217
elc-1,7128,3760,1503,1847,835,1958
elc-2,5,137,18,1,9,6
elo-1,2290,72956,13543,14474,39107,12462
elo-2,3217,9108,5805,2696,19368,3877
elo-3,6583,7526,5574,4349,6695,3979
elo-4,3670,187,1040,961,1064,60
elo-5,20,9518,7053,2667,31504,5439
elo-6,7089,13273,8049,3279,41789,5530
elo-7,13,56,8,5,447,56
elo-8,5,125,2,20,128,157
elo-9,1901,2105,437,858,690,197
elp-1,6847,3396,410,2077,875,238
elt-1,8716,11629,1687,2637,789,560
elt-2,4782,6756,706,1236,1409,345
elt-3,15831,21779,1923,7139,2115,497
elt-4,309,267,40,491,50,8
elt-6,6229,7240,813,973,306,153
emb-4,9272,19424,8418,7618,6579,8473
NA,27240,20502,6217,14851,12136,14559
emb-8,10284,80173,12103,18204,12418,6892
emb-9,88502,133646,38601,10943,53021,27763
emb-27,4732,3288,1397,3110,2043,3300
emb-30,8849,4291,2125,6102,2975,2396
NA,36404,15413,15594,4467,19795,7215
emr-1,2448,3614,1366,1569,900,1103
end-1,21,41,7,3,1,7
end-3,54,65,6,8,3,9
ent-1,7760,10939,3013,14592,6771,8955
eor-1,6458,13678,1532,3486,1958,3575
eor-2,10323,20342,1321,2746,1103,990
epi-1,76979,24454,23556,7159,37736,10810
epn-1,33764,228952,12052,17189,6348,7082
eps-8,43102,97600,13060,11655,13378,3396
erd-2.1,26764,17800,6292,6187,9499,1818
eri-1,1378,1480,650,2542,906,1284
erm-1,44963,165944,20221,17053,31813,15516
ero-1,8519,14207,2855,4343,3505,1972
F35A5.8,4607,9285,1185,2126,684,494
qars-1,5482,16360,4368,9224,8432,6468
ears-1,16977,30965,12103,19991,19108,14737
ears-2,3520,2040,499,2992,1276,281
etr-1,18390,27920,2945,5664,5778,4132
fos-1,5803,39639,3467,5508,2569,566
evl-14,14131,8093,3315,7951,3334,3406
evl-20,1689,1712,205,1494,414,299
exc-4,12493,5903,2386,1897,1269,1037
exc-5,8700,13209,1306,5982,1808,206
exc-7,13014,20017,4897,6557,2100,508
exl-1,701,1760,368,1483,1527,924
exo-3,673,293,184,812,507,1550
exp-1,128,905,119,372,149,18
exp-2,879,22554,750,4731,707,101
eya-1,6036,3206,145,289,63,287
far-1,55746,203355,63392,137212,74406,29523
far-2,719,13248,7401,2515,84473,63568
far-3,6254,5295,350,9333,439,180
far-4,11,94,8,91,22,4
far-5,892,414,280,2261,1073,65
far-6,222,5440,714,8893,2294,1276
far-7,12,12248,416,17465,929,88
far-8,9,9955,3137,7616,5211,1668
fat-1,2883,59346,16584,64818,35119,24457
fat-2,614,120413,23139,19903,53086,34470
fat-3,5836,51111,7207,2930,12282,5066
fat-4,8196,38910,7506,22049,20842,7264
fat-5,109,1379,547,1876,852,971
fat-6,231,107256,13485,16036,35355,15744
fat-7,26,410,34,7,495,453
fax-1,3381,3989,94,291,75,9
fbf-1,311,120,362,2434,1354,1342
fbf-2,236,153,312,1308,1527,1126
fbl-1,1057,13773,1125,7639,2163,542
fbp-1,9261,36783,9211,6613,11425,8970
fce-1,11467,11906,2288,7067,4736,2505
fce-2,2752,2171,557,1172,1073,678
feh-1,1717,38664,886,2387,952,182
NA,4861,11404,2555,9116,3781,3121
fem-2,978,5502,671,2485,1653,3242
fem-3,998,697,118,542,306,1377
fer-1,219,195,33,83,1298,111
fib-1,22091,43911,8012,13485,20832,25356
fis-1,1,6,5,55,45,57
fis-2,1965,2712,566,992,957,808
fkb-1,32267,22153,7864,7283,9308,3770
fkb-2,42770,37220,17794,31062,14250,11150
fkb-3,16662,2651,4369,1225,6415,484
fkb-4,6911,682,618,131,981,9
fkb-5,26786,4747,5771,195,14767,577
fkb-6,8409,14516,4927,10948,10763,10014
fkb-7,21398,214,232,317,802,25
fkb-8,1131,1111,560,1094,1997,227
fkh-2,2688,1947,103,159,25,15
fkh-3,120,4,3,4,3,206
fkh-4,104,13,3,1,0,255
fkh-5,56,44,3,5,4,36
fkh-6,185,2287,46,55,568,110
fkh-7,11256,224289,6575,45880,2082,1493
fkh-8,4584,2652,233,1317,110,22
fkh-9,3786,333197,8023,12223,4918,1701
fkh-10,422,493,124,230,94,7
fli-1,12545,9143,3305,6810,3755,3526
flp-1,576,84522,2046,17509,1090,170
flp-2,8,6861,501,8388,229,49
flp-3,19,24991,2032,11934,529,160
flp-4,47,7946,985,6196,372,75
flp-5,133,13205,2095,11658,922,188
flp-6,19,28223,1582,13518,767,277
flp-7,14,9866,963,4638,602,153
flp-8,84,3519,1250,6717,794,118
flp-9,132,58562,4531,14502,1776,276
flp-10,1534,49918,1088,6208,1653,274
flp-11,232,9638,1650,15826,865,150
flp-12,20,7600,1200,17562,1202,349
flp-13,58,4375,1092,6038,694,144
flp-14,44,16265,1179,11604,1061,301
flp-15,1380,8943,1730,7050,486,96
flp-16,81,14610,1834,8928,937,125
flp-17,6,3720,1762,8494,741,105
flp-18,82,16275,1241,13661,591,126
flp-19,263,42425,1254,9016,602,127
flp-20,11,3310,526,3621,290,39
flp-21,253,4484,1115,8582,290,46
flr-1,554,2316,354,1146,820,147
flr-2,393,1968,298,884,321,34
flr-4,592,1215,399,26,521,55
baz-2,16743,7717,1669,4021,1377,1730
fmi-1,54047,13383,2537,3062,961,163
fmo-1,1234,12269,1267,1474,2542,473
NA,5901,1223,322,40,88,424
NA,27,1428,266,1379,1184,196
fmo-4,3023,7366,6716,5507,7550,701
fmo-5,285,4982,406,1062,767,352
fog-1,169,733,372,1613,764,600
fog-2,531,290,53,1549,289,680
fog-3,85,171,93,1063,971,46
fox-1,12191,25596,2885,4015,716,899
fre-1,1856,3699,455,1579,1024,1008
frh-1,845,306,178,740,368,239
frk-1,43,876,12,796,261,206
frm-1,14118,269299,16224,41917,11771,10910
frm-2,29371,19660,2883,7456,2742,511
frm-3,3335,16715,2570,4481,1394,240
frm-4,15785,87225,6123,34585,5293,4408
frm-5.1,8880,7975,3411,1115,1093,442
frm-7,40438,128245,11516,22129,5500,5670
frm-8,797,17489,1120,6447,653,215
frm-9,1354,10942,1043,8268,365,158
frm-10,2977,20533,2218,11975,2589,1748
fars-1,6465,7255,3956,4274,7451,3399
fars-3,7631,15591,5305,13539,10161,4581
fsn-1,4973,4856,852,3007,1100,4347
ftn-1,413,7688,310,11184,141,202
ftn-2,18472,51355,13631,14505,25143,6299
ftt-2,130481,862905,50585,61255,38311,19848
fum-1,8663,55381,21431,14254,31241,21014
fut-1,1352,3255,614,2895,1228,176
fut-2,3696,987,111,198,264,12
fut-4,4,95,7,267,3,10
fut-8,6642,2962,1405,1684,1912,208
fzo-1,6302,9685,1499,6022,3004,2071
fzr-1,31470,59518,4913,8585,3375,5265
fzy-1,9380,3193,1278,2365,1786,9598
gab-1,8,3036,266,810,121,25
gad-1,4038,4488,898,3758,2070,4235
xnd-1,757,446,369,2393,1323,4469
gap-1,887,9965,534,1700,256,77
gap-2,24066,38542,4834,9385,3675,2593
gar-1,162,4322,254,1456,195,46
gar-2,181,9683,888,2823,659,91
gar-3,2044,11391,909,3647,596,77
gas-1,13505,33351,12348,16317,19119,8931
gbh-1,741,727,469,127,622,414
gbh-2,3363,3830,704,1820,703,135
gck-1,15246,28525,3974,7407,4263,3311
gcs-1,7895,11328,4970,8139,6509,4388
gcy-1,3,46,9,225,2,0
gcy-2,3,30,9,107,6,4
gcy-3,12,878,63,663,13,2
gcy-4,27,344,51,254,17,3
gcy-5,4,2039,47,102,16,2
gcy-6,17,268,31,544,24,7
gcy-7,0,1530,174,105,16,3
gcy-8,400,4754,102,1183,79,14
gcy-9,376,2215,164,1296,64,24
gcy-11,245,7134,413,490,449,255
gcy-12,3490,16592,2035,7318,2770,1394
gcy-13,49,648,48,289,29,1
gcy-14,5,360,69,269,10,3
gcy-15,17,3977,142,14,120,50
gcy-17,8,1238,46,353,23,4
gcy-18,202,2862,289,637,59,36
NA,279,5687,245,517,59,83
gcy-20,165,251,21,201,14,1
gcy-21,643,2304,191,15,172,84
gcy-22,487,2747,463,989,193,47
gcy-23,286,4540,138,1139,81,26
gcy-25,6,680,72,257,15,4
NA,0,330,45,321,8,2
gcy-31,411,2349,46,172,44,7
gcy-32,96,1425,284,792,112,10
gcy-33,683,508,231,584,113,16
gcy-34,566,614,105,687,56,8
gcy-35,74,4410,240,929,150,51
gcy-36,572,1740,183,489,73,10
gcy-37,49,1722,279,1138,110,29
gdi-1,40359,119863,17071,32082,26949,19952
gei-1,8458,28438,3475,3337,4327,813
gei-4,47747,162010,9482,13947,4793,7208
lin-66,45618,153758,15148,18275,5947,8715
gei-6,9705,12892,1287,5675,2151,3462
icl-1,68750,414226,50528,70643,16857,37924
gei-8,16652,38064,3780,8286,3352,3591
acdh-13,2249,2175,1314,2667,3048,1643
snpc-4,7051,4740,1610,6754,3567,4632
meg-3,1535,835,90,741,202,3551
gei-13,74615,16515,25839,216,6438,144
gei-14,612,835,142,1531,721,1902
gei-15,11477,35581,5615,3224,3150,611
gei-17,17400,53648,7013,20448,6162,8945
gei-18,117,149,107,52,78,14
gem-4,5275,6395,185,680,175,174
ges-1,1512,4733,1518,645,2601,797
gex-2,8933,8317,2340,2368,2901,3587
gex-3,8986,9000,2183,4424,3380,4797
gfi-1,5362,350421,27651,20921,42820,21839
gfi-2,28468,38086,3938,12902,5441,6160
gfi-3,3328,6021,843,952,571,1109
nrde-4,4894,2852,953,4264,2444,2583
gfl-1,3688,9675,471,1297,658,784
ggr-1,48,3536,235,850,103,18
ggr-2,27,3662,208,693,160,18
ggr-3,161,2105,193,1484,144,28
gip-1,6310,8226,1647,3351,2499,3147
C45G3.3,982,1058,387,1384,597,442
glc-1,532,8962,715,3526,1028,752
glc-2,272,7721,481,1299,689,308
glc-3,77,3281,173,864,89,4
glc-4,995,3649,453,1704,471,52
gld-1,2957,1730,1215,3840,7782,55261
gld-2,10705,55290,7185,13831,7390,11766
gld-3,2059,1265,396,4722,2370,14419
glh-1,2086,1801,1965,10610,16416,16479
glh-2,579,350,147,2133,1048,5638
glh-3,695,263,205,2038,818,1951
glh-4,1019,746,287,1345,2095,3422
gln-1,3884,7581,1498,2391,1863,809
gln-2,1,13,3,21,591,573
gln-3,31541,83533,11139,56726,12228,8149
gln-5,303,434,88,347,300,10098
gln-6,982,1237,138,1394,558,23844
R07B1.8,127,2356,157,258,130,10
NA,2844,681,888,6659,3293,12484
glr-1,450,1805,267,611,178,23
glr-2,244,799,265,866,221,27
glr-3,20,832,66,1005,20,6
glr-4,910,6544,852,2029,758,107
glr-5,146,6106,673,2024,423,44
glr-6,1884,2999,465,1619,803,142
glr-7,179,290,30,47,13,3
glr-8,251,561,35,127,36,6
glt-1,28,42273,7634,9230,12071,5048
glt-3,715,7723,918,4081,964,153
glt-4,34,4917,360,793,250,166
glt-5,54,5282,243,1524,431,138
glt-6,151,2273,241,432,446,75
glt-7,173,1455,255,533,140,24
gly-1,4,196,25,85,65,3
gly-2,2387,846,540,2453,482,187
gly-3,8400,12104,3363,6558,5798,3746
gly-4,6838,4353,1351,2067,2813,1037
gly-5,8297,9846,3687,4635,8144,3063
gly-6,31999,45493,9488,10017,6761,965
gly-7,10670,9272,3507,3234,5835,4841
gly-8,4238,1823,3294,1314,9678,819
gly-10,5849,5751,1684,4106,4292,2280
gly-11,4407,961,747,485,1327,210
gly-12,2704,4848,1139,2658,1133,173
gly-13,2821,2697,579,1463,1788,948
gly-14,42,52,16,210,93,47
gly-15,7,38,22,2,14,1
gly-16,0,10,8,0,0,0
gly-18,320,915,140,600,58,6
gly-19,1081,1417,369,2478,614,64
gly-20,5788,23519,1667,5837,2428,2731
gna-1,2303,475,391,414,507,51
gna-2,656,124,67,438,258,1741
goa-1,58779,316036,17089,23437,10524,7919
gob-1,4397,32151,2540,9493,3377,1287
gon-1,9842,16170,5679,3042,5371,1283
gon-2,15494,27465,5908,19849,6790,3306
gon-4,5410,4915,1290,5473,1549,4261
gop-1,3929,4935,1077,4223,2149,1298
gop-2,3673,2950,539,3936,1492,1235
gop-3,7479,17289,2831,6789,5306,2482
gpa-1,124,820,106,514,97,48
gpa-2,98,2479,229,1154,99,15
gpa-3,64,1542,358,2536,158,11
gpa-4,318,4283,360,870,113,63
gpa-5,5,174,49,72,8,1
gpa-6,16,1128,32,209,28,2
gpa-7,4145,8655,942,2198,593,123
gpa-8,196,555,22,393,13,1
NA,2420,1008,42,180,55,12
gpa-10,8,535,49,308,18,7
gpa-11,17,702,90,190,22,4
gpa-12,1159,6162,423,2309,596,114
gpa-13,33,351,39,769,48,10
gpa-14,45,1406,236,760,69,9
gpa-15,732,445,83,483,132,25
gpa-16,1588,7412,637,1848,884,1738
gpb-1,91479,307162,34496,30692,16181,12103
gpb-2,12771,28953,1291,4815,1757,363
gpc-1,644,5349,697,628,136,9
gpc-2,46015,12011,9604,6417,4022,1750
gpd-1,1451,271,273,797,712,14751
gpd-2,6879,214153,23735,28375,36721,19453
gpd-3,12750,189802,24873,42780,37443,23070
gpd-4,1232,303,228,747,697,8360
gpn-1,515,503,95,80,487,20
gpr-1,1330,927,384,955,542,859
gpr-2,1453,953,539,1071,740,1149
grd-1,1438,275,2542,216,3367,67
grd-2,72,26,457,2,420,11
grd-3,52,3898,1293,56444,3209,4338
grd-4,0,190,5,2824,4,64
grd-5,1074,8243,4745,7600,3794,1785
grd-6,77,355,1154,48,1594,112
grd-7,28,777,28,1065,13,5
grd-8,4,73,1,126,2,0
