,elongating embryo Ce,L1 larva Ce,L2 larva Ce,dauer larva Ce,L3 larva Ce,adult Ce
WBGene00008443,1256,31443,1397,8125,593,669
WBGene00008444,7859,13763,2119,6801,1834,2640
WBGene00008446,3771,24602,4613,40820,4119,1638
WBGene00008447,3034,1700,218,10875,108,1431
WBGene00008448,58,828,143,114,13408,820
WBGene00008449,481,665,2390,169,955,26
WBGene00008450,3051,5773,461,1657,360,56
WBGene00008451,1504,464,294,229,531,169
WBGene00008452,8573,14372,3013,9425,6141,3000
WBGene00008453,912,2922,254,2358,171,32
WBGene00008454,101,6766,779,6469,156,15
WBGene00008455,3677,9699,736,8469,1112,473
WBGene00008456,1900,2123,345,1328,884,1051
WBGene00008457,1589,1483,376,1552,921,886
WBGene00008458,2735,3745,416,2101,876,438
WBGene00008459,1907,2298,1478,1482,1360,456
WBGene00008460,16,54,31,164,27,39
WBGene00008462,855,2803,284,198,196,46
WBGene00008463,76,267,38,50,21,4
WBGene00008464,152,3,5,7,8,862
WBGene00008465,10,40,4,37,3,5
WBGene00008468,4,207,10,21,1,0
WBGene00008470,0,19,5,0,0,0
WBGene00008471,0,155,9,0,0,1
WBGene00008472,1,349,10,0,1,1
WBGene00008473,0,181,6,0,0,2
WBGene00008474,1,338,6,5,0,1
WBGene00008475,30,4961,31,15,0,3
WBGene00008476,749,3768,242,439,344,396
WBGene00008477,480,135044,2074,378,1050,3
WBGene00008478,5,18,6,0,0,2
WBGene00008479,0,4,4,0,0,0
WBGene00008480,3925,24258,4410,21182,12265,14591
WBGene00008481,546,1724,157,942,121,27
WBGene00008482,140,598,615,702,488,138
WBGene00008483,453,872,113,1465,166,45
WBGene00008484,325,2805,413,638,157,35
WBGene00008485,39,167,29,53,194,118
WBGene00008486,95,4663,938,117,3569,1481
WBGene00008488,2474,988,220,706,386,670
WBGene00008489,36,218,21,99,15,5
WBGene00008490,104,2368,175,10728,248,9
WBGene00008491,1,314,24,105,17,3
WBGene00008492,53,2902,1736,107,2576,213
WBGene00008493,1,46,57,6,205,53
WBGene00008494,2,267,168,36,398,48
WBGene00008495,437,1400,1446,266,1996,86
WBGene00008496,6371,435,3598,236,770,8
WBGene00008497,0,23,4,1,81,3
WBGene00008498,290,1066,124,106,526,386
WBGene00008499,108,6665,1624,540,1468,700
WBGene00008500,272,333,529,222,220,10
WBGene00008501,0,11,2,0,0,0
WBGene00008502,2342,2619,1613,3994,3729,2125
WBGene00008503,960,1114,442,3206,1392,3516
WBGene00008505,26933,1024216,57196,206771,75129,49738
WBGene00008506,12176,30308,27357,48848,40802,29816
WBGene00008507,4,6,3,72,1,0
WBGene00008508,7,19,5,1,604,158
WBGene00008509,461,1274,489,159,244,5
WBGene00008510,5868,5539,414,2848,672,411
WBGene00008511,5639,249,1041,356,4360,114
WBGene00008512,2215,141,2131,118,1064,37
WBGene00008513,33,1541,138,3410,116,18
WBGene00008515,774,3726,519,1978,1163,452
WBGene00008516,7,736,43,30,16,3
WBGene00008517,150,273,15,63,20,10
WBGene00008518,14,535,72,320,23,7
WBGene00008519,5012,1836,460,21618,859,36
WBGene00008520,4,167,33,83,15,2
WBGene00008521,274,7634,625,3874,1575,1183
WBGene00008522,274,4263,208,3071,186,65
WBGene00008523,0,8,1,1,0,0
WBGene00008524,3,381,19,11,15,1
WBGene00008526,80,15,10,6,3,154
WBGene00008527,1,17,6,0,0,0
WBGene00008528,2497,553,528,1029,626,206
WBGene00008529,22,35,7,33,72,131
WBGene00008530,4810,17586,1274,2700,1253,581
WBGene00008531,2175,5140,497,3191,929,1132
WBGene00008532,4713,6185,2815,6286,6465,4181
WBGene00008533,5637,5998,1867,3242,2204,2669
WBGene00008534,10,20,4,6,4,106
WBGene00008535,362,45,6,13,3,730
WBGene00008536,235,24,5,5,1,655
WBGene00008538,2256,9367,637,3642,1147,212
WBGene00008539,0,39,3,0,0,6
WBGene00008540,0,24,5,1,0,0
WBGene00008541,47,17,4,17,654,459
WBGene00008542,4391,2373,428,2151,1063,275
WBGene00008543,5525,1197,166,144,155,14
WBGene00008545,75,345,28,32,15,12
WBGene00008546,22491,19935,4855,9337,10642,42237
WBGene00008547,6508,9335,3048,4654,5731,947
WBGene00008548,64,3564,462,583,1920,372
WBGene00008549,40537,108656,21878,34787,12609,7763
WBGene00008550,0,140,15,119,10,0
WBGene00008551,3,94,33,524,23,1
WBGene00008552,12,5,3,6,2,1
WBGene00008553,22,196,90,285,314,83
WBGene00008554,3,3050,657,988,788,206
WBGene00008555,15115,47966,4119,6037,3331,3228
WBGene00008556,5,37,10,14,283,13
WBGene00008557,106,108,37,57,28,3
WBGene00008558,176,652,99,5230,52,9
WBGene00008559,339,523,918,43,566,33
WBGene00008560,149,326,704,6,1643,463
WBGene00008561,238,363,63,983,472,1150
WBGene00008563,65138,895,841,95,383,70
WBGene00008564,5843,4039,3467,1048,7860,1816
WBGene00008565,259,289,8254,81,6073,795
WBGene00008566,25,230,221,4,349,484
WBGene00008567,4,1917,1939,100,2482,446
WBGene00008568,134,308,44,57,52,13
WBGene00008569,800,427,131,3574,799,989
WBGene00008570,251,12137,837,7676,648,178
WBGene00008571,11448,8471,4258,5613,3395,435
WBGene00008572,2648,11681,2684,2449,4746,1936
WBGene00008574,1,35,3,58,0,1
WBGene00008575,0,2154,256,359,8,26
WBGene00008576,2760,2296,175,1540,255,233
WBGene00008577,85,1377,128,46,366,13
WBGene00008578,3485,3067,457,224,541,199
WBGene00008579,197,1000,70,393,120,27
WBGene00008580,389,606,76,1196,957,2360
WBGene00008581,8,245,21,4,119,62
WBGene00008582,179,3682,470,5150,269,63
WBGene00008583,117,1792,1303,420,2025,98
WBGene00008584,1,6739,7422,8,3308,452
WBGene00008585,5375,3773,741,1422,915,385
WBGene00008586,5907,5437,984,1684,1278,1888
WBGene00008587,890,3611,166,471,204,133
WBGene00008588,1155,857,72,775,129,52
WBGene00008589,106,1045,201,912,148,45
WBGene00008590,0,19,2,4,126,596
WBGene00008591,53,459,71,1425,2,2
WBGene00008592,22,309,20,18186,8,4
WBGene00008593,109,337,412,14,870,173
WBGene00008594,204,1372,2504,55,1998,152
WBGene00008595,239,2988,1996,428,3251,1001
WBGene00008596,12,2306,499,51,807,392
WBGene00008597,7,731,45,101,44,16
WBGene00008598,1,383,120,163,1023,139
WBGene00008599,94,2653,212,274,313,54
WBGene00008600,84,4363,38,1312,23,4
WBGene00008601,9573,99101,2561,9757,2922,1831
WBGene00008602,25,1537,1533,127,1572,281
WBGene00008603,1791,8835,1757,10998,3755,448
WBGene00008604,89,2464,160,395,212,36
WBGene00008605,5708,793,11442,484,6079,64
WBGene00008606,5559,5376,347,1121,532,472
WBGene00008607,4825,31555,21876,811,20222,1649
WBGene00008609,38,1149,37,50,16,5
WBGene00008610,10,22614,757,3742,705,340
WBGene00008611,27,53,5,2,0,108
WBGene00008612,274,188,12,3,0,17
WBGene00008613,512,319,32,59,8,30
WBGene00008615,4,296,8,7,11,9
WBGene00008616,16,1552,31,12,19,1
WBGene00008617,0,66,4,7,2,1
WBGene00008618,0,28,2,2,1,0
WBGene00008619,8,16,7,11,1,0
WBGene00008620,1,10,3,6,7,60
WBGene00008621,141,3995,1924,28,3184,886
WBGene00008622,21717,39563,3835,5468,2994,2159
WBGene00008623,10,30,2,41,31,7
WBGene00008624,5953,2636,1142,1681,2221,933
WBGene00008625,1,734,73,7,14,4
WBGene00008626,33,390,70,2522,50,41
WBGene00008627,0,31,10,36,4,0
WBGene00008628,110,2895,1926,775,586,90
WBGene00008629,178,759,145,107,1157,450
WBGene00008630,77,73,13,14,6,0
WBGene00008631,1,28,3,0,3,0
WBGene00008632,3,57,13,6,17,2
WBGene00008633,1,25,5,1,14,3
WBGene00008634,7,6201,927,12,1386,516
WBGene00008636,320,59,6,9,5,1
WBGene00008637,42,14,4,63,1,0
WBGene00008639,1411,986,683,3914,1089,977
WBGene00008640,47,362,68,30575,1787,2
WBGene00008641,1584,289,235,1039,414,955
WBGene00008642,1896,1944,803,4584,2578,3366
WBGene00008643,1052,126,27,60,10,0
WBGene00008644,140,3656,171,300,219,50
WBGene00008645,3691,6129,2028,5862,3092,5090
WBGene00008646,2458,1104,855,1621,1871,918
WBGene00008647,6,51,21,231,31,3
WBGene00008648,6443,4477,826,2536,757,1575
WBGene00008649,0,12,4,14,90,139
WBGene00008650,0,8,1,2,31,15
WBGene00008651,20,43,7,13,141,79
WBGene00008652,639,6880,7275,6585,4458,414
WBGene00008654,286,7318,3098,12837,4530,1444
WBGene00008655,953,89,1185,52,599,12
WBGene00008656,76,9320,571,2324,280,35
WBGene00008659,1,69,21,40,378,155
WBGene00008660,4,232,46,16,64,143
WBGene00008661,4,51,4,8,479,104
WBGene00008662,29,212,9,49,53,25
WBGene00008663,77,652,45,162,13,1
WBGene00008664,3810,7564,1116,4417,2643,1741
WBGene00008665,566,5107,356,2620,585,1324
WBGene00008666,34098,5482,1879,6038,3250,435
WBGene00008667,572,1812,227,1460,438,554
WBGene00008668,4,485,20,224,2,1
WBGene00008669,8728,11332,3033,2288,7177,1556
WBGene00008670,3463,3248,912,1797,2056,2201
WBGene00008671,1,24,1,52,0,0
WBGene00008672,30,19,1,26,0,0
WBGene00008673,423,14,13,4,11,0
WBGene00008675,3,5,4,14,0,0
WBGene00008676,4,21,30,5,20,0
WBGene00008677,132,8920,461,2599,412,1301
WBGene00008678,4,212,32,176,25,2
WBGene00008679,0,432,2,255,3,0
WBGene00008680,17,224,6,2713,12,25
WBGene00008681,295,2930,99,2239,461,347
WBGene00008682,13266,14915,4811,8998,4855,12704
WBGene00008683,5314,3885,768,2125,1436,1265
WBGene00008684,4576,2707,1274,2334,895,1889
WBGene00008685,14413,17059,6485,12036,8478,6684
WBGene00008686,8290,12201,874,3139,1628,4286
WBGene00008687,4849,10749,1911,1773,2341,1177
WBGene00008688,6538,5820,930,5011,2257,817
WBGene00008690,4624,2364,509,1336,691,117
WBGene00008691,5831,10092,337,2560,313,139
WBGene00008692,767,2101,929,966,2358,274
WBGene00008693,21,1088,72,654,52,16
WBGene00008694,13744,17789,4930,8397,10036,4066
WBGene00008695,636,1019,55,209,61,35
WBGene00008696,5,38,2,0,0,2
WBGene00008698,21,394,4,4,11,49
WBGene00008699,1,18,2,0,1,1
WBGene00008700,1,2,0,6,1,5
WBGene00008701,0,3,1,3,1,0
WBGene00008702,2,2,0,3,2,6
WBGene00008703,1,21,6,8,0,2
WBGene00008706,1567,13953,743,1218,642,175
WBGene00008707,463,8465,3267,468,17258,11272
WBGene00008708,1584,63,74,38,183,36
WBGene00008709,17,580,95,138,285,13
WBGene00008710,4060,2025,1209,1780,1291,7048
WBGene00008711,8122,12877,1018,992,1393,108
WBGene00008712,7724,4787,769,95,889,0
WBGene00008713,481,171,28,152,8,1
WBGene00008714,344,1652,176,803,509,257
WBGene00008716,7,4,3,327,0,0
WBGene00008717,11,1,8,279,0,0
WBGene00008719,4184,70,34,398,21,4
WBGene00008720,29780,9240,2140,5572,3262,7479
WBGene00008722,1712,1459,514,2668,1255,2250
WBGene00008724,5,60,1,2,313,694
WBGene00008725,0,51,5,16,63,42
WBGene00008726,157,499,69,76,68,39
WBGene00008727,630,118,66,4,46,3
WBGene00008728,119,58,18,66,3,3
WBGene00008729,7459,13136,1607,11885,3145,4315
WBGene00008730,606,738,270,1637,538,95
WBGene00008731,1717,966,103,2423,314,82
WBGene00008732,1280,110,480,116,274,12
WBGene00008733,7653,23791,1683,6993,1897,3433
WBGene00008734,5,7,1,6,13,2
WBGene00008735,6678,5526,2908,10049,2834,450
WBGene00008736,108,1006,89,1027,50,12
WBGene00008737,24,652,80,240,39,22
WBGene00008739,77,4778,240,5699,592,352
WBGene00008740,256,640,253,1610,1445,2777
WBGene00008742,966,1722,292,1674,387,111
WBGene00008743,4381,1887,2614,6301,4808,371
WBGene00008744,74,1404,224,707,254,21
WBGene00008745,21517,32304,2670,6916,3796,1053
WBGene00008746,246,2675,141,621,76,11
WBGene00008747,328,317,46,383,35,84
WBGene00008748,13144,67361,3288,7420,2637,1488
WBGene00008749,4208,3449,1208,957,1976,548
WBGene00008750,2556,3457,807,3015,1115,1342
WBGene00008751,0,20,1,2,2,1
WBGene00008752,6,4,0,0,0,0
WBGene00008753,3,29,5,107,0,2
WBGene00008754,3,44,5,47,28,126
WBGene00008755,33,31,7,10,0,5
WBGene00008757,0,588,11,146,5,1
WBGene00008758,0,22,5,27,3,1
WBGene00008759,8,1,3,0,1,4
WBGene00008760,63788,39689,1018,2595,491,194
WBGene00008761,10,1368,136,797,143,32
WBGene00008762,42,8067,8869,123,2605,62
WBGene00008763,1490,202,378,86,412,13
WBGene00008764,6274,12771,7300,4311,3034,2233
WBGene00008765,5165,17357,2177,4941,4466,3051
WBGene00008766,1836,2794,246,3207,611,529
WBGene00008767,7193,6119,2613,4262,2186,1768
WBGene00008768,4231,3336,1533,2348,3510,2184
WBGene00008769,4103,5701,1063,3238,1843,887
WBGene00008770,42,943,92,915,233,51
WBGene00008772,0,1,0,4,38,24
WBGene00008773,34,131,131,172,52,2
WBGene00008774,4044,16168,3449,4299,3020,2798
WBGene00008775,3226,5764,2348,3631,4914,4427
WBGene00008776,5723,567,133,61,178,19
WBGene00008777,2187,16899,1246,5619,1053,872
WBGene00008778,22,3,5,0,3,1
WBGene00008779,37095,765,369,244,94,107
WBGene00008780,6044,27972,3218,3298,2609,11945
WBGene00008781,10383,6648,2713,8360,5794,3722
WBGene00008782,96,49,3,1,2,146
WBGene00008783,343,10844,519,1436,321,81
WBGene00008784,241,104,6,3,3,296
WBGene00008785,152,188,18,41,35,12
WBGene00008786,17,54,14,1,2,0
WBGene00008787,598,1275,87,97,222,22
WBGene00008788,0,6,3,1,12,3
WBGene00008789,342,52,5,8,9,2163
WBGene00008790,0,86,3,32,3,0
WBGene00008792,0,18,1,4150,4,2
WBGene00008793,67,897,223,127,1067,196
WBGene00008794,9,81,10,29,13,19
WBGene00008795,23,1450,49,313,38,7
WBGene00008796,0,102,3,1,4,0
WBGene00008797,0,33,5,25,11,9
WBGene00008798,1,238,18,4,13,0
WBGene00008799,75,41,104,5,168,42
WBGene00008800,36430,24514,11105,24123,14185,9879
WBGene00008801,4,61,9,2,25,31
WBGene00008802,71,525,71,374,160,83
WBGene00008803,3058,5797,2114,231,2437,180
WBGene00008804,1,337,19,30,9,1
WBGene00008805,10570,9259,1139,1706,1321,659
WBGene00008806,3674,4842,721,1195,1116,337
WBGene00008807,137,69,596,227,551,3
WBGene00008808,22,1038,37,420,25,9
WBGene00008809,29,149,10,161,1,1
WBGene00008810,96,351,81,186,88,11
WBGene00008811,0,23,4,3,232,208
WBGene00008812,169,150,8,8,143,50
WBGene00008813,0,173,3,22,0,1
WBGene00008814,0,18,1,12,0,0
WBGene00008815,1,3,7,0,2,0
WBGene00008816,0,93,30,35,28,2
WBGene00008818,1,73,6,119,0,1
WBGene00008819,1370,17617,867,5882,859,234
WBGene00008820,317,21552,930,8160,431,110
WBGene00008821,0,18,9,12,134,26
WBGene00008822,322,15,5,1,1,388
WBGene00008823,243,11,2,1,2,612
WBGene00008824,143,15,1,2,1,370
WBGene00008825,2616,47,10,34,38,8883
WBGene00008826,7,54,9,23,4,0
WBGene00008829,19,43,60,93,35,25
WBGene00008830,690,218,106,986,311,48
WBGene00008831,0,559,21,18,252,71
WBGene00008832,2210,7002,865,7895,1004,795
WBGene00008833,2,835,60,200,20,0
WBGene00008834,4,1873,37,180,7,2
WBGene00008835,0,218,11,33,2,0
WBGene00008837,1,23,3,3,1,1
WBGene00008838,865,24,3,3,1,119
WBGene00008839,4,53,1,112,2,0
WBGene00008840,42,1556,147,1103,145,42
WBGene00008841,2,14060,2591,1387,2168,777
WBGene00008842,1,499,31,843,9,14
WBGene00008843,6,14,2,3,32,22
WBGene00008844,165,11,3,5,4,219
WBGene00008847,309,7,7,0,2,25
WBGene00008848,3007,4747,761,3253,1936,4880
WBGene00008849,45,271,27,177,24,139
WBGene00008850,31,495,88,790,108,13
WBGene00008851,41671,246,5415,417,932,26
WBGene00008852,19595,51269,8231,16305,13337,7287
WBGene00008853,5,7,4,754,0,1
WBGene00008854,20,22,4,8,219,207
WBGene00008855,0,8,0,1,0,0
WBGene00008856,1881,10005,1066,4384,1915,1215
WBGene00008857,3559,14063,2511,19966,2993,1494
WBGene00008858,120,19,15,211,109,13
WBGene00008859,1355,2129,303,4975,524,783
WBGene00008860,5506,2029,1660,3331,1772,740
WBGene00008861,62,2808,175,198,180,34
WBGene00008862,646,1907,201,309,720,340
WBGene00008863,148,193,11,52,40,18
WBGene00008865,11937,2661,997,3114,961,1598
WBGene00008866,1,64,6,14,0,0
WBGene00008868,748,7435,261,836,164,119
WBGene00008869,7,157,11,14,27,3
WBGene00008870,23,17,5,0,26,5
WBGene00008871,8,7,16,1,75,34
WBGene00008872,0,12,5,81,0,0
WBGene00008874,85,297,49,94,94,33
WBGene00008875,2336,42,1574,83,261,1
WBGene00008876,3596,29761,2030,9382,1923,3283
WBGene00008877,1392,2125,490,1887,1384,1150
WBGene00008878,11241,22316,5016,9151,6432,6713
WBGene00008879,49,171,37,165,68,10
WBGene00008880,3540,5947,439,591,241,219
WBGene00008881,8,48,1,4,5,0
WBGene00008882,9743,25292,2621,3200,1991,4252
WBGene00008883,16,11,3,6,8,11
WBGene00008884,24,168,8,108,10,1
WBGene00008885,61,10261,586,2291,315,64
WBGene00008886,1035,29937,181,3795,480,167
WBGene00008887,6207,3731,1353,5610,2733,4000
WBGene00008889,9,30,10,1186,12,3
WBGene00008890,364,5434,278,525,185,69
WBGene00008891,140,18463,2908,91,405,10
WBGene00008892,1,182,7,31,10,7
WBGene00008893,1,0,1,2,0,2
WBGene00008894,0,34,57,85,143,2
WBGene00008897,132,375,80,1250,178,9
WBGene00008899,7,28,7,1,9,5
WBGene00008900,491,4680,298,2275,1196,151
WBGene00008901,0,177,8,12,4,1
WBGene00008902,3,2034,8,114,3,3
WBGene00008903,0,39,1,5,0,2
WBGene00008904,789,34,12,14,2,270
WBGene00008905,6,909,1501,240,2085,83
WBGene00008906,91,18,33,0,8,0
WBGene00008907,0,5,8,3,0,3
WBGene00008908,34,1,10,112,0,0
WBGene00008909,28,1,3,0,2,2
WBGene00008910,281,8901,367,2099,328,35
WBGene00008911,3,4,3,4,0,0
WBGene00008912,88,597,32,101,250,258
WBGene00008914,65,30805,1731,15597,898,223
WBGene00008915,828,28279,1048,9741,1238,919
WBGene00008916,6,255,17,94,38,31
WBGene00008917,8,487,271,189,694,122
WBGene00008919,4226,12203,2181,8268,2653,1270
WBGene00008920,33851,184628,62749,257634,91223,72557
WBGene00008921,3565,2034,1460,4225,2887,7120
WBGene00008922,259,2312,341,315,945,666
WBGene00008923,1367,1092,662,344,1606,248
WBGene00008924,4696,5501,850,2375,1378,518
WBGene00008925,2471,10219,1312,2718,1898,1126
WBGene00008926,173,65269,452,16293,919,742
WBGene00008927,6370,7059,1032,4100,1217,266
WBGene00008928,0,2,2,1,0,0
WBGene00008929,3458,484,818,112,257,18
WBGene00008930,2909,1453,567,1307,812,345
WBGene00008932,894,7255,395,1377,314,73
WBGene00008933,23,20,12,19,26,47
WBGene00008934,2869,2285,389,2757,1095,350
WBGene00008935,10,8,1,7,32,25
WBGene00008936,651,1020,969,80,3139,1346
WBGene00008937,19,165,7,419,7,6
WBGene00008939,1664,2528,232,1093,342,288
WBGene00008940,3420,22401,1266,1541,889,648
WBGene00008941,0,19,5,7,0,3
WBGene00008942,0,12,5,15,3,0
WBGene00008943,5,14,5,64,4,0
WBGene00008944,60,6652,2749,1215,4978,325
WBGene00008945,123,1178,194,479,433,142
WBGene00008946,2,242,7,15,2,0
WBGene00008947,0,17,6,6,0,2
WBGene00008948,6908,28751,3849,14586,7937,9226
WBGene00008949,4,15,13,18,194,8
WBGene00008950,11,36,8,7,346,340
WBGene00008951,4366,12799,945,1996,1039,519
WBGene00008952,49,7055,228,878,117,19
WBGene00008953,519,1261,151,647,226,95
WBGene00008954,2322,1767,707,960,584,112
WBGene00008955,19,89,12,43,17,15
WBGene00008956,1885,5088,575,2422,834,103
WBGene00008957,267,1052,358,1181,248,31
WBGene00008958,7,23,4,0,6,40
WBGene00008959,175,14,3,3,7,1306
WBGene00008960,0,15,1,0,2,1
WBGene00008961,0,495,12,0,9,4
WBGene00008963,284,8970,3536,742,4115,104
WBGene00008964,5105,403,4339,432,5986,158
WBGene00008965,418,55,29,44,87,31
WBGene00008966,948,174,93,87,0,1
WBGene00008967,35,530,450,39,289,10
WBGene00008968,267,103,114,650,534,2521
WBGene00008969,563,2816,282,1653,579,132
WBGene00008970,1894,733,55,641,59,12
WBGene00008971,30954,6338,688,1306,174,137
WBGene00008972,12,138,22,36,2,0
WBGene00008973,12013,21050,4564,3232,2069,2680
WBGene00008974,7645,6162,1251,2378,1073,1614
WBGene00008975,5030,39098,3923,11255,4838,4287
WBGene00008976,107,504,8,138,19,5
WBGene00008977,2877,2770,229,661,156,23
WBGene00008978,2193,1738,169,466,800,58
WBGene00008979,4018,4981,1469,2138,2519,878
WBGene00008980,944,5436,452,6745,601,262
WBGene00008981,0,3,3,26,0,0
WBGene00008982,0,5,6,403,0,0
WBGene00008983,0,7,1,5,0,0
WBGene00008984,5,1,5,1,1,0
WBGene00008985,16,1684,101,104,161,19
WBGene00008986,10300,3264,1486,2534,3414,912
WBGene00008987,5304,1855,2841,2660,3200,144
WBGene00008988,84,419,115,31,305,6
WBGene00008989,34,2087,488,1016,60,13
WBGene00008990,9502,4913,3147,5717,6247,3667
WBGene00008991,290,1242,175,449,223,643
WBGene00008992,36,109,31,56,10,0
WBGene00008993,197,2942,261,388,687,182
WBGene00008994,16,150,6,119,111,25
WBGene00008995,157,212,84,1422,611,359
WBGene00008996,9,1299,90,444,92,36
WBGene00008997,262,6189,583,1998,391,92
WBGene00008998,121,805,131,119,197,24
WBGene00008999,33935,106006,15936,21845,8004,4102
WBGene00009000,41,5070,160,116,32,5
WBGene00009001,2,194,15,10973,9,10
WBGene00009002,3675,3562,1018,3221,2014,1019
WBGene00009004,4378,9960,1033,3392,1841,1102
WBGene00009005,0,12,9,4,10,10
WBGene00009006,3093,3174,956,3850,2129,8785
WBGene00009007,3366,2551,842,2009,1387,1980
WBGene00009008,2482,1109,2557,4136,4177,536
WBGene00009009,1747,249,83,346,281,64
WBGene00009010,4095,4149,785,4381,1189,623
WBGene00009011,3112,3884,642,1773,836,1068
WBGene00009012,12544,12211,3846,8862,7672,3551
WBGene00009013,2423,5193,813,2474,1403,485
WBGene00009014,2901,151,54,161,39,12
WBGene00009015,158,20,15,5,1,18
WBGene00009016,4,11,4,1,101,52
WBGene00009017,0,3,1,0,0,0
WBGene00009018,828,244,95,102,90,4
WBGene00009019,559,18,7,7,0,37
WBGene00009021,0,13,9,8,11,3
WBGene00009023,1853,5613,317,651,1053,119
WBGene00009024,60,19,167,1,71,2
WBGene00009025,2053,1660,247,688,182,121
WBGene00009026,170,460,203,269,262,28
WBGene00009027,5847,3782,1152,2670,1493,498
WBGene00009028,1,6957,42,1921,145,236
WBGene00009029,5883,22,5,13,12,5
WBGene00009030,792,386,34,4,111,31
WBGene00009031,461,69,4,2,231,1080
WBGene00009032,918,17,126,2,22,1
WBGene00009033,5,1352,12,734,10,0
WBGene00009035,272,160,140,414,884,41341
WBGene00009036,0,7,1,0,0,1
WBGene00009038,0,37,2,0,0,1
WBGene00009039,5,80,11,13,58,66
WBGene00009041,9111,764,17,69,44,4
WBGene00009042,292,4005,618,159,260,178
WBGene00009043,7,23,7,12,120,99
WBGene00009044,69,17,7,20,11,46
WBGene00009045,13454,7819,1591,4937,3257,2000
WBGene00009046,0,1,3,0,0,0
WBGene00009048,1722,1809,658,2161,1084,340
WBGene00009049,2921,4630,652,3582,811,380
WBGene00009050,26235,388060,10998,41748,9946,14554
WBGene00009051,6412,6344,2165,4137,3891,1737
WBGene00009052,2603,3714,1323,4874,2671,2757
WBGene00009054,493,463,96,2327,718,506
WBGene00009056,9,623,451,114,311,34
WBGene00009057,1817,14319,1198,1722,3127,1333
WBGene00009058,159,30104,2844,6410,3018,973
WBGene00009059,6851,1938,539,1280,724,74
WBGene00009060,452,329,233,326,87,16
WBGene00009061,4,931,108,165,109,17
WBGene00009063,9,41,16,1,0,10
WBGene00009064,2367,2970,1524,1649,1413,3074
WBGene00009065,7185,23407,3379,8088,4325,11270
WBGene00009067,20,75,2,44,7,107
WBGene00009068,59,2112,107,138,184,41
